data,cod_artista,fonte,valor_rendimento
2012-8-19,7,TV GLOBO,12.67
2018-8-24,3,TV GLOBO,12.31
2017-7-26,4,SHOWS AO VIVO,35.21
2015-11-26,12,SHOWS AO VIVO,78.6
2011-12-17,10,YOUTUBE,66.49
2011-6-28,9,YOUTUBE,3.41
2017-8-16,12,YOUTUBE,9.98
2015-8-21,10,RÁDIOS AM/FM,48.86
2014-3-24,6,TV GLOBO,81.93
2011-4-4,4,SONORIZAÇÃO AMBIENTAL,87.86
2015-9-28,10,SHOWS AO VIVO,89.12
2010-12-11,10,SONORIZAÇÃO AMBIENTAL,87.79
2011-2-8,8,YOUTUBE,82.49
2017-9-14,3,SHOWS AO VIVO,57.26
2015-5-21,10,SHOWS AO VIVO,70.01
2020-8-12,2,SPOTIFY,64.55
2011-6-21,9,SHOWS AO VIVO,48.77
2020-7-3,11,RÁDIOS AM/FM,5.23
2015-2-3,4,YOUTUBE,76.96
2016-8-17,11,TV GLOBO,69.5
2021-4-24,13,RÁDIOS AM/FM,15.58
2018-8-1,5,SPOTIFY,84.14
2014-7-22,10,TV GLOBO,18.51
2015-5-24,8,SPOTIFY,50.09
2013-4-3,13,YOUTUBE,48.16
2021-7-1,8,SHOWS AO VIVO,43.74
2013-11-3,1,SHOWS AO VIVO,66.76
2020-10-7,2,SONORIZAÇÃO AMBIENTAL,52.59
2018-12-8,5,SPOTIFY,65.21
2014-8-25,4,YOUTUBE,64.65
2019-4-13,8,TV GLOBO,84.69
2012-11-20,2,TV GLOBO,81.38
2014-12-18,8,SPOTIFY,30.87
2013-7-19,5,SHOWS AO VIVO,17.23
2020-10-28,13,YOUTUBE,14.88
2019-6-28,7,SPOTIFY,62.36
2015-5-6,4,SPOTIFY,48.98
2013-9-7,11,RÁDIOS AM/FM,10.5
2015-11-13,2,SHOWS AO VIVO,92.87
2010-2-15,13,TV GLOBO,52.2
2014-12-16,6,SHOWS AO VIVO,11.09
2021-6-8,13,SPOTIFY,49.2
2012-7-14,4,TV GLOBO,16.66
2013-10-3,8,SPOTIFY,24.56
2011-4-12,10,YOUTUBE,65.93
2012-3-17,8,SPOTIFY,20.82
2021-11-11,4,SPOTIFY,6.88
2018-9-5,1,RÁDIOS AM/FM,38.19
2021-10-9,12,SHOWS AO VIVO,57.8
2014-2-21,4,SPOTIFY,93.02
2012-6-28,6,SHOWS AO VIVO,82.88
2021-3-19,2,SPOTIFY,42.96
2015-7-7,6,SHOWS AO VIVO,48.27
2019-3-13,4,YOUTUBE,3.78
2021-7-14,11,YOUTUBE,51.22
2020-3-14,7,SHOWS AO VIVO,14.3
2019-10-25,3,SONORIZAÇÃO AMBIENTAL,22.2
2015-8-9,10,SPOTIFY,22.53
2021-4-15,8,RÁDIOS AM/FM,17.46
2011-9-23,13,RÁDIOS AM/FM,4.97
2019-2-6,12,RÁDIOS AM/FM,92.71
2014-7-27,9,SHOWS AO VIVO,36.14
2018-9-14,8,RÁDIOS AM/FM,12.26
2010-9-20,2,SPOTIFY,93.81
2014-2-4,4,RÁDIOS AM/FM,96.67
2017-7-23,2,TV GLOBO,75.01
2012-10-26,13,SPOTIFY,25.51
2021-7-8,6,SPOTIFY,56.91
2019-11-14,1,SHOWS AO VIVO,73.51
2013-3-11,2,TV GLOBO,30.71
2021-6-11,9,RÁDIOS AM/FM,81.13
2020-4-20,9,SHOWS AO VIVO,30.04
2018-3-19,8,SHOWS AO VIVO,86.29
2020-6-25,2,SPOTIFY,92.41
2020-10-1,1,TV GLOBO,23.45
2020-12-24,2,SHOWS AO VIVO,59.19
2010-9-12,1,SPOTIFY,30.53
2019-10-18,8,YOUTUBE,5.2
2013-7-17,4,RÁDIOS AM/FM,33.2
2017-9-2,5,SPOTIFY,87.58
2019-2-6,5,YOUTUBE,12.14
2019-11-25,2,RÁDIOS AM/FM,94.17
2013-10-2,7,SPOTIFY,77.7
2013-12-4,8,SPOTIFY,2.64
2016-5-7,2,SPOTIFY,12.52
2015-5-24,7,YOUTUBE,14.69
2018-2-25,1,SHOWS AO VIVO,39.27
2020-1-7,3,SHOWS AO VIVO,58.59
2020-11-19,11,SPOTIFY,85.82
2015-11-18,3,SPOTIFY,83.7
2015-11-13,7,YOUTUBE,39.16
2017-2-1,2,YOUTUBE,16.86
2010-8-1,2,SHOWS AO VIVO,52.52
2011-7-2,3,RÁDIOS AM/FM,16.55
2018-2-27,4,TV GLOBO,9.06
2010-2-4,11,YOUTUBE,83.16
2015-1-18,13,RÁDIOS AM/FM,61.88
2013-10-21,2,RÁDIOS AM/FM,71.82
2016-2-17,3,YOUTUBE,43.46
2018-12-3,10,SPOTIFY,1.01
2021-8-21,3,RÁDIOS AM/FM,98.85
2018-7-25,1,SPOTIFY,94.32
2021-10-1,13,SPOTIFY,46.0
2012-4-4,1,YOUTUBE,79.87
2017-12-9,13,SONORIZAÇÃO AMBIENTAL,6.87
2011-8-20,9,SHOWS AO VIVO,80.33
2010-4-15,10,SHOWS AO VIVO,84.87
2018-10-20,8,RÁDIOS AM/FM,74.4
2010-2-13,7,YOUTUBE,73.27
2018-7-23,11,SPOTIFY,41.68
2013-4-19,10,SPOTIFY,89.82
2015-4-6,4,SHOWS AO VIVO,92.75
2019-4-25,5,YOUTUBE,74.66
2020-7-26,5,SONORIZAÇÃO AMBIENTAL,59.32
2017-11-21,4,TV GLOBO,20.72
2016-3-25,7,SPOTIFY,98.37
2010-8-10,7,YOUTUBE,87.51
2017-11-4,10,SPOTIFY,97.85
2015-11-20,11,SHOWS AO VIVO,89.04
2016-5-18,4,YOUTUBE,89.19
2013-2-7,11,SPOTIFY,2.39
2011-5-18,12,TV GLOBO,98.05
2010-1-24,5,RÁDIOS AM/FM,27.57
2017-3-9,8,TV GLOBO,8.23
2015-5-28,8,SPOTIFY,10.23
2020-3-2,8,SPOTIFY,74.07
2012-5-10,12,YOUTUBE,83.57
2020-6-25,6,RÁDIOS AM/FM,66.2
2019-10-16,11,SHOWS AO VIVO,32.76
2010-1-21,4,SHOWS AO VIVO,51.77
2019-11-25,13,RÁDIOS AM/FM,89.25
2010-11-21,12,SHOWS AO VIVO,34.91
2014-4-20,7,SPOTIFY,92.08
2010-6-3,1,SPOTIFY,74.2
2010-9-1,13,SHOWS AO VIVO,82.45
2014-2-22,12,RÁDIOS AM/FM,22.08
2020-6-18,10,SPOTIFY,83.42
2016-5-9,11,YOUTUBE,94.57
2011-5-25,4,SPOTIFY,21.11
2011-11-5,6,SPOTIFY,50.19
2013-10-26,2,SPOTIFY,65.79
2017-5-17,6,SHOWS AO VIVO,49.02
2020-7-1,12,YOUTUBE,19.92
2019-10-13,4,SONORIZAÇÃO AMBIENTAL,82.6
2021-11-19,13,SPOTIFY,80.59
2012-6-18,11,SPOTIFY,80.49
2010-1-25,11,TV GLOBO,5.21
2015-4-3,12,SPOTIFY,67.13
2012-5-17,10,SPOTIFY,56.25
2015-3-21,7,RÁDIOS AM/FM,56.5
2014-5-24,12,TV GLOBO,97.82
2019-12-23,11,TV GLOBO,11.5
2019-11-26,4,SHOWS AO VIVO,79.04
2013-8-25,5,YOUTUBE,6.56
2021-11-8,10,SONORIZAÇÃO AMBIENTAL,76.32
2020-3-24,1,TV GLOBO,78.93
2016-12-25,1,YOUTUBE,28.38
2013-11-11,4,SPOTIFY,23.2
2016-10-28,1,YOUTUBE,53.31
2016-11-6,2,SPOTIFY,57.62
2016-10-22,5,YOUTUBE,71.77
2017-8-16,11,SHOWS AO VIVO,5.61
2014-12-22,4,SPOTIFY,72.45
2012-9-1,4,SHOWS AO VIVO,37.99
2012-6-8,4,RÁDIOS AM/FM,56.94
2017-12-4,9,RÁDIOS AM/FM,58.75
2014-7-11,10,YOUTUBE,17.49
2019-10-4,9,RÁDIOS AM/FM,19.11
2010-6-16,10,SHOWS AO VIVO,31.58
2017-8-2,10,SHOWS AO VIVO,14.09
2015-7-18,4,TV GLOBO,39.7
2019-5-2,4,SPOTIFY,79.96
2016-12-17,12,SPOTIFY,73.0
2014-10-22,2,SHOWS AO VIVO,91.41
2011-9-6,11,SPOTIFY,61.94
2014-7-20,11,RÁDIOS AM/FM,31.43
2019-11-16,5,SPOTIFY,99.79
2015-3-3,7,YOUTUBE,16.16
2018-1-16,7,RÁDIOS AM/FM,25.88
2020-3-3,9,SPOTIFY,46.5
2016-10-25,13,SPOTIFY,87.46
2010-4-18,12,TV GLOBO,17.54
2012-2-23,6,SPOTIFY,65.21
2019-3-17,9,YOUTUBE,96.29
2020-8-15,10,SHOWS AO VIVO,46.43
2012-4-13,9,SPOTIFY,75.36
2014-1-26,2,SHOWS AO VIVO,53.93
2020-1-26,10,RÁDIOS AM/FM,85.74
2017-8-23,12,TV GLOBO,71.08
2010-8-22,7,SHOWS AO VIVO,67.8
2019-11-14,12,RÁDIOS AM/FM,32.62
2010-4-13,4,SPOTIFY,95.49
2010-11-15,8,SHOWS AO VIVO,97.89
2010-9-10,3,SPOTIFY,99.98
2020-8-28,13,SHOWS AO VIVO,88.3
2016-10-15,11,YOUTUBE,27.24
2012-7-27,3,RÁDIOS AM/FM,56.48
2017-11-6,11,TV GLOBO,72.91
2021-12-19,3,SHOWS AO VIVO,72.83
2021-7-13,9,SPOTIFY,43.01
2020-6-13,6,SPOTIFY,3.09
2021-11-14,9,SPOTIFY,62.49
2013-5-27,6,RÁDIOS AM/FM,36.06
2014-11-25,9,SPOTIFY,79.73
2016-12-10,8,SPOTIFY,1.68
2014-7-23,8,SPOTIFY,41.7
2021-2-25,13,SHOWS AO VIVO,9.26
2010-10-1,13,YOUTUBE,72.11
2019-2-26,11,TV GLOBO,61.08
2020-12-19,13,SPOTIFY,64.88
2011-6-8,7,SPOTIFY,39.01
2017-7-24,8,YOUTUBE,48.99
2011-12-6,8,SPOTIFY,25.16
2019-6-11,2,SPOTIFY,7.19
2011-7-5,1,SPOTIFY,55.77
2012-1-17,4,SPOTIFY,60.27
2018-4-23,13,SPOTIFY,49.48
2017-11-7,9,SONORIZAÇÃO AMBIENTAL,97.32
2021-3-10,7,SPOTIFY,59.04
2015-8-4,10,YOUTUBE,89.53
2013-8-26,3,SPOTIFY,22.77
2018-10-11,2,SHOWS AO VIVO,54.21
2013-12-28,7,SPOTIFY,33.63
2019-4-18,7,TV GLOBO,10.69
2018-8-24,12,SHOWS AO VIVO,88.31
2020-12-23,10,SONORIZAÇÃO AMBIENTAL,64.95
2014-3-3,12,SHOWS AO VIVO,50.15
2016-11-19,3,SPOTIFY,76.86
2016-6-16,2,RÁDIOS AM/FM,78.72
2017-1-16,8,SONORIZAÇÃO AMBIENTAL,50.27
2011-9-19,1,SPOTIFY,40.06
2011-1-6,12,SHOWS AO VIVO,84.33
2020-11-13,7,RÁDIOS AM/FM,61.46
2018-11-24,4,SPOTIFY,2.5
2011-10-19,9,SPOTIFY,84.46
2018-11-21,2,SHOWS AO VIVO,39.56
2014-2-12,4,TV GLOBO,79.56
2021-9-6,1,RÁDIOS AM/FM,5.06
2021-8-19,2,YOUTUBE,85.52
2010-6-16,9,SPOTIFY,69.84
2017-3-11,1,YOUTUBE,94.89
2014-8-23,1,SHOWS AO VIVO,1.62
2021-9-25,11,RÁDIOS AM/FM,90.67
2010-1-6,8,SHOWS AO VIVO,53.22
2011-9-24,5,TV GLOBO,41.22
2018-11-4,9,RÁDIOS AM/FM,57.25
2017-11-22,10,TV GLOBO,21.01
2015-4-22,7,SHOWS AO VIVO,19.06
2012-5-1,9,TV GLOBO,65.29
2020-7-17,8,RÁDIOS AM/FM,86.79
2010-8-5,8,SONORIZAÇÃO AMBIENTAL,23.94
2012-6-18,4,SPOTIFY,45.9
2013-11-15,8,SHOWS AO VIVO,37.52
2014-7-19,4,RÁDIOS AM/FM,63.22
2012-1-19,9,YOUTUBE,52.61
2010-5-25,8,SPOTIFY,16.33
2012-6-28,9,RÁDIOS AM/FM,38.24
2020-6-25,13,SPOTIFY,14.85
2014-6-12,13,SPOTIFY,52.87
2015-10-7,4,TV GLOBO,6.2
2016-7-17,1,YOUTUBE,98.16
2014-5-1,11,TV GLOBO,23.27
2013-4-20,5,TV GLOBO,35.47
2017-8-11,8,SHOWS AO VIVO,59.39
2020-4-24,6,SHOWS AO VIVO,62.21
2013-9-4,9,SPOTIFY,72.73
2019-5-14,11,SPOTIFY,24.87
2016-10-28,2,RÁDIOS AM/FM,90.63
2020-10-9,13,RÁDIOS AM/FM,77.8
2014-6-27,8,SHOWS AO VIVO,38.75
2014-7-20,1,SPOTIFY,48.32
2014-4-1,13,TV GLOBO,55.16
2011-11-12,11,SPOTIFY,57.41
2018-9-26,11,SPOTIFY,40.64
2016-7-19,12,SPOTIFY,60.72
2019-5-10,5,YOUTUBE,77.5
2019-8-28,1,TV GLOBO,31.09
2014-5-10,11,SHOWS AO VIVO,35.24
2020-4-16,5,RÁDIOS AM/FM,38.53
2013-10-26,10,SHOWS AO VIVO,97.32
2018-4-11,3,RÁDIOS AM/FM,35.39
2019-8-28,2,RÁDIOS AM/FM,44.57
2014-9-24,4,SPOTIFY,71.48
2013-12-22,1,YOUTUBE,72.67
2017-10-16,10,SPOTIFY,73.54
2019-11-9,3,SPOTIFY,62.36
2021-6-27,6,SPOTIFY,4.18
2021-8-7,7,YOUTUBE,52.81
2016-6-15,9,YOUTUBE,33.93
2021-4-25,13,TV GLOBO,12.96
2011-12-9,13,TV GLOBO,88.49
2018-12-27,7,SPOTIFY,55.87
2020-11-3,8,SPOTIFY,87.05
2012-6-4,11,YOUTUBE,83.89
2010-7-4,8,RÁDIOS AM/FM,73.7
2011-5-17,10,TV GLOBO,24.95
2016-5-16,2,SPOTIFY,30.4
2014-1-13,4,SPOTIFY,34.5
2018-8-2,13,SONORIZAÇÃO AMBIENTAL,61.06
2013-4-2,3,SPOTIFY,1.87
2019-12-4,4,YOUTUBE,40.76
2011-8-6,8,SPOTIFY,69.1
2015-1-8,1,RÁDIOS AM/FM,23.47
2015-1-8,11,YOUTUBE,51.0
2013-12-17,3,YOUTUBE,18.02
2011-10-22,12,SHOWS AO VIVO,8.0
2012-8-16,11,SPOTIFY,97.65
2014-9-16,11,RÁDIOS AM/FM,10.63
2018-8-19,2,SONORIZAÇÃO AMBIENTAL,43.82
2012-1-8,10,TV GLOBO,65.75
2015-9-5,11,SPOTIFY,7.14
2020-3-12,2,SPOTIFY,78.7
2016-9-7,1,RÁDIOS AM/FM,15.74
2018-9-14,4,SHOWS AO VIVO,48.93
2014-7-21,10,SPOTIFY,49.74
2012-1-22,4,RÁDIOS AM/FM,86.19
2021-5-9,12,RÁDIOS AM/FM,46.15
2018-1-13,6,SPOTIFY,96.73
2013-12-25,6,SPOTIFY,77.05
2017-10-8,13,SPOTIFY,24.22
2021-3-20,7,SPOTIFY,82.91
2010-8-13,2,YOUTUBE,47.6
2017-8-5,3,SPOTIFY,20.98
2017-10-2,1,SPOTIFY,53.71
2021-5-1,2,SPOTIFY,99.04
2015-6-4,2,SPOTIFY,52.3
2021-12-12,4,TV GLOBO,55.91
2011-12-15,5,SPOTIFY,28.63
2018-8-15,8,SPOTIFY,15.88
2019-5-3,9,SPOTIFY,99.32
2018-5-12,3,YOUTUBE,66.33
2011-10-28,10,SONORIZAÇÃO AMBIENTAL,80.38
2017-1-22,5,SHOWS AO VIVO,54.81
2010-4-17,1,YOUTUBE,53.58
2021-11-15,13,TV GLOBO,17.71
2012-10-26,10,SHOWS AO VIVO,31.15
2012-8-4,13,SPOTIFY,10.99
2016-12-8,13,RÁDIOS AM/FM,80.58
2017-6-4,13,RÁDIOS AM/FM,75.4
2011-2-21,10,SPOTIFY,10.91
2018-3-2,8,SPOTIFY,5.86
2017-6-16,7,SPOTIFY,38.76
2013-12-23,3,YOUTUBE,88.7
2015-9-12,11,SHOWS AO VIVO,48.07
2021-12-15,13,TV GLOBO,3.03
2020-7-18,11,SPOTIFY,66.83
2019-12-8,11,TV GLOBO,68.02
2011-9-6,9,YOUTUBE,78.5
2014-9-9,1,SPOTIFY,99.55
2017-2-17,4,SONORIZAÇÃO AMBIENTAL,79.95
2013-8-2,2,SHOWS AO VIVO,48.7
2019-7-21,13,SHOWS AO VIVO,37.06
2010-6-28,4,YOUTUBE,8.68
2011-6-15,4,SHOWS AO VIVO,25.72
2018-5-1,7,SPOTIFY,70.33
2021-12-6,10,SHOWS AO VIVO,46.39
2014-2-8,4,TV GLOBO,79.75
2013-5-6,13,YOUTUBE,11.93
2011-2-5,3,YOUTUBE,31.09
2010-3-24,9,SPOTIFY,89.96
2011-7-13,9,SHOWS AO VIVO,85.21
2013-5-15,6,TV GLOBO,7.88
2021-11-9,1,SPOTIFY,86.24
2011-9-28,13,SHOWS AO VIVO,26.82
2015-6-2,8,RÁDIOS AM/FM,97.56
2020-10-18,4,TV GLOBO,7.01
2015-6-14,9,YOUTUBE,33.92
2010-4-6,6,RÁDIOS AM/FM,22.49
2018-2-21,9,YOUTUBE,27.87
2013-2-15,10,SPOTIFY,45.16
2017-7-17,10,SHOWS AO VIVO,51.53
2011-3-8,5,TV GLOBO,15.55
2010-2-23,8,YOUTUBE,69.05
2014-2-22,13,TV GLOBO,99.35
2014-1-23,7,SHOWS AO VIVO,96.31
2015-12-2,13,SONORIZAÇÃO AMBIENTAL,69.98
2019-7-8,4,SPOTIFY,47.71
2014-1-7,11,SONORIZAÇÃO AMBIENTAL,18.1
2019-4-17,9,TV GLOBO,40.94
2019-7-21,5,SPOTIFY,87.7
2010-5-13,10,SHOWS AO VIVO,52.23
2012-5-7,6,SPOTIFY,97.7
2017-9-25,2,SHOWS AO VIVO,0.48
2011-6-2,7,YOUTUBE,62.82
2013-1-22,7,SHOWS AO VIVO,62.66
2017-11-22,10,SPOTIFY,6.65
2015-6-6,9,RÁDIOS AM/FM,61.68
2017-11-5,11,SPOTIFY,95.25
2020-12-22,7,SHOWS AO VIVO,79.03
2010-11-14,10,SPOTIFY,21.99
2013-10-7,12,SPOTIFY,98.17
2013-12-14,2,TV GLOBO,15.52
2011-12-19,9,TV GLOBO,14.42
2019-12-18,5,SPOTIFY,66.69
2012-2-17,12,YOUTUBE,11.78
2011-5-21,13,YOUTUBE,87.2
2017-5-4,1,SPOTIFY,59.73
2013-8-23,9,TV GLOBO,26.85
2020-9-11,3,SPOTIFY,19.62
2019-10-21,5,RÁDIOS AM/FM,47.59
2012-6-24,13,RÁDIOS AM/FM,36.11
2014-9-14,13,SHOWS AO VIVO,7.09
2011-7-1,1,SONORIZAÇÃO AMBIENTAL,6.36
2018-12-22,7,SONORIZAÇÃO AMBIENTAL,33.35
2016-4-14,6,SPOTIFY,11.11
2012-9-21,1,SHOWS AO VIVO,95.91
2021-2-24,7,TV GLOBO,86.1
2010-9-21,2,SONORIZAÇÃO AMBIENTAL,53.39
2019-10-12,5,SHOWS AO VIVO,23.35
2017-1-27,7,TV GLOBO,41.89
2021-6-18,12,SPOTIFY,2.12
2020-11-16,11,RÁDIOS AM/FM,19.29
2016-6-8,6,SHOWS AO VIVO,85.09
2020-12-19,4,SHOWS AO VIVO,52.98
2015-2-26,11,YOUTUBE,26.3
2020-12-22,7,YOUTUBE,60.7
2010-8-8,2,SPOTIFY,34.21
2016-1-22,4,SHOWS AO VIVO,13.89
2011-12-28,9,SONORIZAÇÃO AMBIENTAL,90.31
2012-1-25,5,SONORIZAÇÃO AMBIENTAL,72.95
2017-9-15,5,SHOWS AO VIVO,62.88
2017-10-9,8,SPOTIFY,33.25
2013-6-20,5,RÁDIOS AM/FM,14.44
2010-9-18,2,SHOWS AO VIVO,98.72
2011-8-14,13,SHOWS AO VIVO,70.93
2015-8-21,10,SPOTIFY,43.1
2021-5-18,12,SHOWS AO VIVO,61.66
2020-11-14,4,SHOWS AO VIVO,10.15
2016-3-3,6,SONORIZAÇÃO AMBIENTAL,32.07
2015-8-27,5,SPOTIFY,31.27
2016-9-28,13,SPOTIFY,82.38
2010-3-21,6,RÁDIOS AM/FM,63.57
2013-10-24,2,SPOTIFY,68.41
2013-4-7,1,YOUTUBE,42.5
2020-3-26,12,SHOWS AO VIVO,59.56
2015-9-28,3,SPOTIFY,98.14
2017-2-25,8,YOUTUBE,9.57
2017-1-24,7,YOUTUBE,8.05
2011-11-20,7,SPOTIFY,3.66
2018-4-21,13,SPOTIFY,51.68
2016-2-23,9,SPOTIFY,39.27
2015-7-13,2,YOUTUBE,9.93
2010-3-25,3,SPOTIFY,49.68
2015-3-2,2,TV GLOBO,39.81
2011-10-12,6,RÁDIOS AM/FM,27.28
2016-2-21,2,RÁDIOS AM/FM,77.1
2013-3-5,1,SPOTIFY,59.27
2015-2-6,11,YOUTUBE,26.61
2020-1-21,9,SHOWS AO VIVO,83.36
2019-5-14,1,SPOTIFY,40.93
2012-1-4,13,RÁDIOS AM/FM,91.71
2012-4-22,5,SPOTIFY,18.59
2012-5-9,7,YOUTUBE,66.05
2010-12-12,10,SPOTIFY,81.6
2016-12-22,11,YOUTUBE,44.5
2019-5-9,11,SPOTIFY,5.87
2010-2-21,4,SPOTIFY,93.65
2014-5-2,13,RÁDIOS AM/FM,93.38
2016-7-7,1,SHOWS AO VIVO,51.96
2018-8-12,8,SHOWS AO VIVO,58.86
2013-12-26,4,SPOTIFY,70.93
2013-2-5,9,SPOTIFY,61.58
2019-12-11,5,RÁDIOS AM/FM,72.89
2013-1-13,9,TV GLOBO,31.9
2011-9-22,1,SHOWS AO VIVO,71.17
2021-10-7,11,SHOWS AO VIVO,30.75
2021-9-7,10,YOUTUBE,78.2
2011-10-25,5,SPOTIFY,63.49
2017-2-13,11,TV GLOBO,46.44
2014-3-14,3,SPOTIFY,78.71
2016-11-27,13,SONORIZAÇÃO AMBIENTAL,75.59
2019-12-13,11,YOUTUBE,5.13
2021-12-4,4,SONORIZAÇÃO AMBIENTAL,7.09
2018-5-5,13,SHOWS AO VIVO,32.78
2018-1-12,10,SONORIZAÇÃO AMBIENTAL,77.66
2012-9-25,3,SHOWS AO VIVO,94.06
2021-3-21,13,SHOWS AO VIVO,31.7
2010-7-11,1,TV GLOBO,85.68
2010-10-10,9,YOUTUBE,51.49
2012-2-16,10,YOUTUBE,12.75
2011-11-20,3,SHOWS AO VIVO,14.46
2014-6-17,9,SHOWS AO VIVO,2.18
2010-4-19,8,SHOWS AO VIVO,5.48
2016-4-18,8,SHOWS AO VIVO,57.95
2018-3-20,1,TV GLOBO,48.83
2011-3-3,1,TV GLOBO,20.2
2016-9-20,10,SHOWS AO VIVO,67.43
2014-11-18,10,SHOWS AO VIVO,79.98
2011-11-23,7,RÁDIOS AM/FM,57.36
2019-3-10,1,YOUTUBE,74.33
2017-9-14,3,RÁDIOS AM/FM,71.78
2020-11-26,2,SPOTIFY,72.79
2016-10-16,3,YOUTUBE,60.68
2013-4-15,12,SHOWS AO VIVO,16.63
2020-6-26,2,RÁDIOS AM/FM,52.88
2010-11-6,2,YOUTUBE,59.52
2017-1-14,6,SPOTIFY,50.7
2010-7-12,4,SHOWS AO VIVO,90.37
2020-7-11,13,SHOWS AO VIVO,26.75
2013-11-21,10,YOUTUBE,2.96
2021-1-25,5,RÁDIOS AM/FM,77.15
2010-4-17,13,SHOWS AO VIVO,78.98
2014-9-2,13,RÁDIOS AM/FM,11.58
2015-4-12,10,SHOWS AO VIVO,33.19
2013-10-12,11,SPOTIFY,32.18
2013-8-13,11,SPOTIFY,67.45
