data,cod_artista,fonte,valor_rendimento
2011-1-17,5,SPOTIFY,77.36
2012-11-14,8,TV GLOBO,96.25
2020-4-17,8,SHOWS AO VIVO,44.69
2015-1-18,12,SHOWS AO VIVO,30.9
2014-6-1,13,RÁDIOS AM/FM,80.98
2010-5-22,9,RÁDIOS AM/FM,21.29
2015-2-18,5,SPOTIFY,59.82
2021-11-13,11,SPOTIFY,84.3
2019-4-5,1,RÁDIOS AM/FM,94.14
2021-2-17,8,TV GLOBO,53.88
2021-5-5,3,SHOWS AO VIVO,50.81
2012-6-11,4,SHOWS AO VIVO,46.78
2017-11-11,8,YOUTUBE,94.16
2017-8-5,1,SPOTIFY,73.67
2016-6-9,11,SHOWS AO VIVO,13.71
2014-12-12,10,SPOTIFY,45.41
2021-7-18,2,TV GLOBO,93.45
2019-4-11,1,YOUTUBE,28.52
2017-6-5,10,RÁDIOS AM/FM,55.15
2015-12-24,10,SPOTIFY,97.58
2010-2-6,7,RÁDIOS AM/FM,53.59
2020-11-6,3,SHOWS AO VIVO,24.35
2015-5-28,1,SHOWS AO VIVO,28.09
2017-6-23,13,SHOWS AO VIVO,97.71
2015-8-7,4,SPOTIFY,45.26
2012-1-13,5,YOUTUBE,73.58
2020-7-11,6,RÁDIOS AM/FM,45.77
2020-3-21,11,SPOTIFY,56.01
2016-3-12,9,SPOTIFY,74.69
2012-5-10,13,SHOWS AO VIVO,85.49
2014-7-7,11,SPOTIFY,98.93
2021-10-18,1,SHOWS AO VIVO,50.62
2014-1-14,4,SONORIZAÇÃO AMBIENTAL,43.34
2017-6-19,7,TV GLOBO,27.84
2013-12-9,11,SPOTIFY,99.67
2021-3-12,12,RÁDIOS AM/FM,78.71
2010-2-18,3,RÁDIOS AM/FM,56.78
2016-5-17,9,SHOWS AO VIVO,36.46
2017-2-12,12,SPOTIFY,44.14
2020-9-19,9,RÁDIOS AM/FM,26.18
2015-8-3,7,YOUTUBE,13.53
2012-8-21,9,RÁDIOS AM/FM,32.08
2016-9-25,1,YOUTUBE,40.61
2021-4-21,10,SPOTIFY,92.46
2019-4-14,13,SHOWS AO VIVO,32.98
2015-12-16,7,YOUTUBE,49.85
2020-1-25,8,SPOTIFY,32.77
2010-11-11,4,RÁDIOS AM/FM,34.64
2015-7-24,6,YOUTUBE,51.14
2010-2-23,11,YOUTUBE,28.13
2012-11-26,5,SHOWS AO VIVO,10.8
2015-3-24,8,SPOTIFY,21.3
2021-11-4,5,SHOWS AO VIVO,93.09
2016-1-4,12,SONORIZAÇÃO AMBIENTAL,98.96
2018-11-14,6,RÁDIOS AM/FM,84.77
2020-7-17,11,SONORIZAÇÃO AMBIENTAL,97.49
2010-10-22,3,SPOTIFY,23.18
2019-1-5,9,RÁDIOS AM/FM,53.62
2013-10-5,10,YOUTUBE,48.21
2017-4-20,12,SONORIZAÇÃO AMBIENTAL,70.19
2020-4-5,2,TV GLOBO,77.6
2019-4-27,11,TV GLOBO,72.98
2015-2-17,4,YOUTUBE,84.6
2020-7-22,6,YOUTUBE,9.99
2010-10-20,1,SPOTIFY,86.24
2010-5-1,2,TV GLOBO,41.22
2012-10-27,5,SHOWS AO VIVO,35.76
2011-12-1,1,SPOTIFY,58.62
2015-6-14,10,RÁDIOS AM/FM,51.65
2018-1-28,3,TV GLOBO,95.02
2011-9-3,12,SHOWS AO VIVO,2.04
2019-10-4,13,SHOWS AO VIVO,86.88
2016-4-27,13,SHOWS AO VIVO,69.06
2020-4-19,4,YOUTUBE,44.2
2018-9-15,13,SPOTIFY,95.48
2011-4-14,13,YOUTUBE,11.47
2010-8-10,11,SHOWS AO VIVO,7.51
2015-7-16,3,SHOWS AO VIVO,59.15
2013-12-25,12,SPOTIFY,91.23
2010-11-14,1,SPOTIFY,37.11
2010-8-11,1,TV GLOBO,65.76
2015-1-13,8,RÁDIOS AM/FM,59.39
2020-6-23,8,YOUTUBE,40.93
2018-1-8,9,YOUTUBE,79.78
2013-1-6,2,SHOWS AO VIVO,76.25
2016-10-9,12,SHOWS AO VIVO,9.37
2010-12-17,3,SHOWS AO VIVO,61.89
2014-3-3,13,SONORIZAÇÃO AMBIENTAL,47.86
2019-5-18,4,TV GLOBO,1.43
2016-11-12,1,SPOTIFY,70.12
2015-8-27,5,SPOTIFY,97.69
2014-10-17,8,TV GLOBO,22.54
2013-9-28,11,YOUTUBE,61.12
2011-2-26,5,SHOWS AO VIVO,84.93
2019-10-18,12,SPOTIFY,47.49
2019-1-9,12,TV GLOBO,37.59
2015-6-13,12,SHOWS AO VIVO,98.61
2020-5-23,9,YOUTUBE,18.72
2012-6-2,5,TV GLOBO,49.62
2020-9-7,5,RÁDIOS AM/FM,6.63
2019-9-2,4,SPOTIFY,18.81
2021-8-22,1,SPOTIFY,43.32
2011-3-13,3,SPOTIFY,41.35
2016-1-11,9,RÁDIOS AM/FM,83.09
2010-7-26,13,SPOTIFY,36.9
2020-8-15,5,SPOTIFY,98.74
2010-8-18,8,SPOTIFY,36.83
2010-4-25,2,SHOWS AO VIVO,79.13
2012-7-26,8,RÁDIOS AM/FM,28.8
2016-3-17,6,YOUTUBE,15.69
2011-9-8,3,SHOWS AO VIVO,12.85
2012-3-27,1,SPOTIFY,49.31
2014-12-15,1,SONORIZAÇÃO AMBIENTAL,75.02
2014-7-28,12,RÁDIOS AM/FM,37.33
2018-12-18,4,RÁDIOS AM/FM,39.86
2014-7-1,7,RÁDIOS AM/FM,56.77
2010-3-1,1,SPOTIFY,87.85
2018-12-18,6,SPOTIFY,4.07
2013-7-17,5,SPOTIFY,29.72
2015-11-7,12,SPOTIFY,5.57
2017-1-26,5,YOUTUBE,97.97
2015-4-13,12,SONORIZAÇÃO AMBIENTAL,91.25
2013-8-11,1,SPOTIFY,10.24
2016-9-23,1,SPOTIFY,86.38
2019-11-17,9,YOUTUBE,81.98
2019-4-26,12,SHOWS AO VIVO,0.27
2013-4-26,13,YOUTUBE,23.95
2011-12-13,1,SPOTIFY,13.49
2019-8-13,7,YOUTUBE,67.76
2016-4-28,6,YOUTUBE,98.65
2018-9-19,4,SPOTIFY,64.68
2012-9-19,2,SHOWS AO VIVO,83.13
2016-5-23,10,SHOWS AO VIVO,70.2
2018-3-22,1,SHOWS AO VIVO,34.02
2011-2-1,8,RÁDIOS AM/FM,25.49
2013-4-21,1,SPOTIFY,75.28
2011-11-8,5,SHOWS AO VIVO,36.75
2021-3-15,1,SHOWS AO VIVO,68.48
2012-2-20,13,YOUTUBE,56.19
2012-5-14,1,RÁDIOS AM/FM,36.43
2014-6-18,13,SPOTIFY,25.46
2010-10-1,2,TV GLOBO,17.67
2012-5-2,5,SPOTIFY,22.95
2014-8-25,4,SHOWS AO VIVO,4.38
2019-2-23,11,SPOTIFY,43.36
2019-2-8,2,SHOWS AO VIVO,18.0
2020-4-27,11,SHOWS AO VIVO,84.32
2011-9-20,6,SPOTIFY,35.65
2012-7-13,11,SHOWS AO VIVO,26.14
2015-3-10,9,SPOTIFY,89.36
2021-3-27,8,YOUTUBE,31.29
2010-9-2,4,YOUTUBE,81.61
2019-8-16,12,TV GLOBO,36.95
2019-5-24,5,RÁDIOS AM/FM,15.02
2019-1-6,9,SPOTIFY,11.99
2019-3-21,13,TV GLOBO,40.29
2014-10-13,13,YOUTUBE,16.65
2012-10-12,13,SHOWS AO VIVO,76.93
2010-6-2,12,SPOTIFY,12.33
2012-2-14,1,YOUTUBE,79.84
2012-11-9,9,SPOTIFY,73.53
2014-3-8,10,YOUTUBE,99.14
2013-4-26,4,SPOTIFY,96.85
2013-11-10,1,SHOWS AO VIVO,63.79
2019-4-18,9,RÁDIOS AM/FM,4.29
2014-8-16,7,SONORIZAÇÃO AMBIENTAL,61.86
2017-6-26,2,YOUTUBE,71.49
2018-6-13,10,SPOTIFY,53.02
2015-1-26,7,SHOWS AO VIVO,34.77
2016-2-3,13,SONORIZAÇÃO AMBIENTAL,51.57
2013-10-22,2,SHOWS AO VIVO,38.43
2019-9-17,3,SPOTIFY,76.26
2019-7-25,11,RÁDIOS AM/FM,91.1
2015-10-8,9,TV GLOBO,65.88
2016-1-11,6,SHOWS AO VIVO,54.54
2021-10-14,12,SONORIZAÇÃO AMBIENTAL,82.99
2012-10-19,2,SONORIZAÇÃO AMBIENTAL,49.85
2016-10-1,9,SPOTIFY,31.97
2015-8-17,8,SPOTIFY,43.88
2010-9-2,6,RÁDIOS AM/FM,46.24
2021-12-3,13,SHOWS AO VIVO,40.4
2019-1-10,5,RÁDIOS AM/FM,83.37
2021-4-9,4,YOUTUBE,0.24
2021-2-11,4,SHOWS AO VIVO,98.4
2014-3-18,9,SHOWS AO VIVO,9.73
2014-2-5,9,SPOTIFY,27.32
2021-11-7,13,YOUTUBE,87.76
2013-1-24,7,YOUTUBE,37.94
2013-12-20,7,RÁDIOS AM/FM,21.45
2016-4-7,2,SHOWS AO VIVO,92.49
2010-6-7,6,TV GLOBO,40.92
2016-10-4,12,SHOWS AO VIVO,52.76
2015-5-5,6,SHOWS AO VIVO,24.52
2021-11-26,2,RÁDIOS AM/FM,81.39
2010-12-17,2,TV GLOBO,79.89
2010-5-26,8,SHOWS AO VIVO,49.66
2011-4-17,7,SHOWS AO VIVO,99.0
2012-10-7,7,SPOTIFY,39.83
2010-4-18,1,RÁDIOS AM/FM,29.8
2021-4-13,8,SHOWS AO VIVO,33.74
2019-2-25,11,SHOWS AO VIVO,11.98
2011-8-14,9,SONORIZAÇÃO AMBIENTAL,88.93
2013-1-28,5,SPOTIFY,75.64
2014-12-2,11,SHOWS AO VIVO,16.02
2015-6-23,3,TV GLOBO,16.97
2021-3-4,6,RÁDIOS AM/FM,92.79
2012-6-22,1,TV GLOBO,16.44
2011-11-7,12,YOUTUBE,77.95
2019-6-15,4,RÁDIOS AM/FM,98.92
2016-5-4,13,YOUTUBE,4.07
2013-6-26,13,SHOWS AO VIVO,38.88
2017-8-18,11,RÁDIOS AM/FM,43.54
2011-6-23,4,RÁDIOS AM/FM,22.78
2021-10-13,5,SPOTIFY,54.22
2021-11-27,9,SPOTIFY,19.52
2011-4-7,3,SHOWS AO VIVO,78.37
2020-12-27,12,SPOTIFY,92.32
2012-5-11,11,SPOTIFY,40.71
2013-1-2,13,YOUTUBE,59.83
2018-11-8,1,YOUTUBE,3.64
2021-4-2,2,SONORIZAÇÃO AMBIENTAL,24.09
2020-9-3,7,TV GLOBO,37.02
2015-3-28,3,YOUTUBE,81.56
2015-3-8,1,TV GLOBO,61.66
2017-6-10,1,RÁDIOS AM/FM,59.44
2019-2-7,7,SHOWS AO VIVO,96.71
2015-3-5,8,SPOTIFY,28.73
2010-12-15,2,SHOWS AO VIVO,10.01
2011-6-21,11,TV GLOBO,10.27
2021-2-15,12,TV GLOBO,82.5
2012-4-20,6,RÁDIOS AM/FM,55.9
2010-1-24,5,YOUTUBE,55.63
2016-3-12,8,SPOTIFY,27.03
2012-4-1,9,SHOWS AO VIVO,56.12
2018-7-23,3,SHOWS AO VIVO,82.96
2020-4-2,7,RÁDIOS AM/FM,7.96
2020-11-11,1,SPOTIFY,72.17
2016-4-13,10,SPOTIFY,33.24
2012-6-8,13,YOUTUBE,70.08
2020-5-18,5,SHOWS AO VIVO,23.9
2020-6-14,4,SONORIZAÇÃO AMBIENTAL,96.32
2012-11-19,10,RÁDIOS AM/FM,92.46
2021-9-2,7,TV GLOBO,95.22
2019-5-24,12,SPOTIFY,28.22
2021-12-19,10,SHOWS AO VIVO,53.19
2020-9-14,7,SHOWS AO VIVO,28.47
2014-12-22,6,SHOWS AO VIVO,27.66
2012-7-27,10,RÁDIOS AM/FM,97.19
2016-11-3,4,YOUTUBE,60.93
2015-3-15,9,SPOTIFY,0.84
2015-3-6,8,SHOWS AO VIVO,23.05
2015-3-6,13,RÁDIOS AM/FM,35.31
2013-8-18,7,SHOWS AO VIVO,39.45
2010-5-1,4,RÁDIOS AM/FM,64.48
2017-8-26,13,TV GLOBO,98.77
2017-2-18,2,YOUTUBE,44.42
2010-7-23,1,SHOWS AO VIVO,10.5
2015-11-28,8,SHOWS AO VIVO,53.48
2014-4-12,13,TV GLOBO,78.79
2016-9-25,12,TV GLOBO,71.81
2011-2-12,13,SPOTIFY,69.58
2010-4-12,10,SPOTIFY,24.12
2013-12-19,8,YOUTUBE,65.62
2010-10-19,9,SPOTIFY,28.32
2017-3-7,7,SPOTIFY,56.0
2017-4-16,3,SHOWS AO VIVO,32.57
2018-5-2,11,TV GLOBO,49.87
2018-3-20,4,SHOWS AO VIVO,33.07
2021-12-17,1,SPOTIFY,57.25
2020-10-7,12,SHOWS AO VIVO,16.0
2013-10-23,8,SHOWS AO VIVO,14.45
2015-2-23,8,SPOTIFY,28.74
2012-9-16,12,SHOWS AO VIVO,42.33
2017-2-14,12,TV GLOBO,77.24
2011-1-23,11,YOUTUBE,39.33
2019-8-25,11,SPOTIFY,29.2
2020-10-22,8,SONORIZAÇÃO AMBIENTAL,32.24
2019-10-19,12,SPOTIFY,87.45
2016-1-24,5,SPOTIFY,50.13
2014-8-28,7,SPOTIFY,84.36
2011-12-28,8,SHOWS AO VIVO,22.84
2018-10-22,4,SHOWS AO VIVO,28.39
2015-9-7,9,SONORIZAÇÃO AMBIENTAL,65.43
2010-1-1,4,RÁDIOS AM/FM,22.53
2010-7-14,1,SPOTIFY,99.12
2011-4-16,2,SPOTIFY,57.58
2016-12-2,9,SHOWS AO VIVO,41.67
2017-9-27,9,YOUTUBE,80.04
2020-11-4,9,SPOTIFY,89.58
2015-2-27,10,SPOTIFY,4.32
2015-9-16,7,SHOWS AO VIVO,99.57
2010-5-14,13,SHOWS AO VIVO,24.52
2021-12-25,7,SONORIZAÇÃO AMBIENTAL,22.91
2012-7-23,13,SPOTIFY,26.18
2017-10-15,13,YOUTUBE,23.07
2017-4-1,4,YOUTUBE,37.18
2012-10-4,1,SHOWS AO VIVO,76.8
2014-4-8,9,SPOTIFY,55.0
2018-8-11,5,RÁDIOS AM/FM,13.09
2017-4-20,8,TV GLOBO,13.96
2015-11-21,11,RÁDIOS AM/FM,57.31
2014-1-13,12,SPOTIFY,3.4
2012-9-20,7,YOUTUBE,24.16
2017-12-13,7,SPOTIFY,65.2
2020-1-20,3,SHOWS AO VIVO,9.93
2020-12-4,7,SHOWS AO VIVO,90.82
2015-8-19,11,TV GLOBO,33.62
2013-3-18,13,SPOTIFY,18.55
2016-5-27,2,YOUTUBE,62.27
2014-11-28,11,RÁDIOS AM/FM,68.58
2018-4-9,9,SHOWS AO VIVO,30.88
2020-5-8,8,SHOWS AO VIVO,35.57
2019-8-3,12,SPOTIFY,42.95
2010-10-15,10,SHOWS AO VIVO,28.02
2020-1-2,2,SPOTIFY,33.19
2012-3-20,9,SPOTIFY,25.29
2018-7-7,3,YOUTUBE,88.98
2012-5-4,8,SPOTIFY,79.32
2015-9-18,6,SPOTIFY,75.8
2015-3-19,10,RÁDIOS AM/FM,19.15
2018-9-22,3,RÁDIOS AM/FM,99.63
2012-8-12,12,TV GLOBO,36.43
2014-12-9,3,SONORIZAÇÃO AMBIENTAL,68.34
2012-10-10,3,RÁDIOS AM/FM,6.89
2013-10-7,13,RÁDIOS AM/FM,28.06
2017-9-17,12,TV GLOBO,23.42
2017-5-8,3,RÁDIOS AM/FM,45.93
2010-7-24,7,SPOTIFY,41.02
2017-12-11,5,YOUTUBE,70.44
2021-4-2,8,YOUTUBE,33.6
2017-6-4,7,SPOTIFY,96.2
2020-9-1,7,SHOWS AO VIVO,92.68
2015-3-21,4,YOUTUBE,95.62
2010-6-25,8,SPOTIFY,47.94
2011-12-9,4,SPOTIFY,6.27
2019-7-14,5,RÁDIOS AM/FM,86.2
2011-12-26,2,SPOTIFY,32.03
2021-12-14,7,SHOWS AO VIVO,8.36
2018-7-19,4,SHOWS AO VIVO,45.58
2013-6-2,5,YOUTUBE,38.71
2016-6-8,10,TV GLOBO,94.95
2021-5-5,12,YOUTUBE,35.29
2016-3-6,1,YOUTUBE,64.77
2015-2-15,3,RÁDIOS AM/FM,48.1
2014-7-27,2,SPOTIFY,27.88
2010-10-11,11,SPOTIFY,76.87
2010-8-11,5,SHOWS AO VIVO,70.93
2012-7-4,4,SPOTIFY,4.87
2015-4-8,4,SPOTIFY,32.94
2013-1-3,4,SPOTIFY,36.09
2012-6-6,6,YOUTUBE,47.81
2011-6-16,4,SHOWS AO VIVO,2.53
2021-2-21,11,YOUTUBE,2.78
2014-7-23,3,SHOWS AO VIVO,30.63
2013-12-8,11,YOUTUBE,14.53
2010-3-27,1,SHOWS AO VIVO,15.83
2014-7-15,10,SHOWS AO VIVO,72.38
2019-5-22,5,SONORIZAÇÃO AMBIENTAL,86.44
2017-3-19,7,SPOTIFY,59.23
2021-11-22,7,SPOTIFY,59.61
2020-12-13,2,SPOTIFY,94.52
2020-11-8,5,SHOWS AO VIVO,9.47
2014-3-20,3,SHOWS AO VIVO,17.56
2010-11-23,7,SPOTIFY,0.78
2021-8-22,8,SHOWS AO VIVO,12.28
2014-2-22,12,SPOTIFY,19.84
2010-4-20,1,RÁDIOS AM/FM,42.94
2017-1-13,6,SPOTIFY,44.65
2011-12-1,13,YOUTUBE,21.84
2017-2-6,7,SPOTIFY,16.47
2021-2-26,7,SHOWS AO VIVO,74.78
2014-5-27,11,RÁDIOS AM/FM,11.5
2010-10-2,4,SPOTIFY,18.41
2014-2-23,5,SPOTIFY,83.25
2017-4-24,9,SPOTIFY,99.31
2015-6-10,9,YOUTUBE,68.28
2017-1-2,12,SPOTIFY,40.74
2016-3-24,2,RÁDIOS AM/FM,59.23
2017-7-18,12,SHOWS AO VIVO,51.21
2017-6-19,9,TV GLOBO,10.73
2015-11-1,13,RÁDIOS AM/FM,26.32
2013-5-25,1,TV GLOBO,40.47
2014-10-17,12,SPOTIFY,31.05
2019-9-17,8,YOUTUBE,1.53
2011-3-28,8,YOUTUBE,62.74
2015-5-24,2,SPOTIFY,88.7
2015-3-21,13,SHOWS AO VIVO,93.97
2021-8-17,13,SPOTIFY,54.6
2016-8-19,8,SPOTIFY,40.8
2017-9-10,1,SPOTIFY,35.59
2010-9-7,12,SHOWS AO VIVO,39.2
2018-2-11,8,RÁDIOS AM/FM,53.42
2011-6-12,6,SPOTIFY,7.18
2018-8-27,11,SPOTIFY,91.44
2017-8-9,7,YOUTUBE,7.38
2015-8-12,1,SPOTIFY,93.9
2017-12-10,1,SPOTIFY,88.17
2013-12-11,8,RÁDIOS AM/FM,63.53
2010-7-5,6,SHOWS AO VIVO,55.4
2013-5-1,4,SPOTIFY,38.06
2021-10-1,8,SPOTIFY,47.35
2012-8-8,2,SHOWS AO VIVO,79.26
2018-11-1,7,SHOWS AO VIVO,86.33
2017-2-5,6,YOUTUBE,2.27
2017-4-27,5,RÁDIOS AM/FM,94.85
2013-6-10,8,SHOWS AO VIVO,64.13
2013-11-3,12,SHOWS AO VIVO,99.01
2015-9-9,7,YOUTUBE,43.94
2015-2-23,5,SHOWS AO VIVO,28.11
2015-4-12,4,SONORIZAÇÃO AMBIENTAL,16.3
2018-1-13,3,RÁDIOS AM/FM,27.26
2021-3-19,7,SPOTIFY,47.67
2012-6-22,12,SPOTIFY,60.88
2012-10-22,11,SHOWS AO VIVO,11.66
2012-1-19,11,TV GLOBO,90.13
2021-1-4,7,SPOTIFY,50.12
2010-1-1,8,YOUTUBE,5.46
2020-5-15,1,SPOTIFY,85.81
2021-2-21,12,TV GLOBO,92.84
2016-9-20,11,SPOTIFY,10.03
2015-12-13,3,SONORIZAÇÃO AMBIENTAL,49.91
2016-7-6,2,YOUTUBE,89.88
2021-12-18,2,RÁDIOS AM/FM,35.51
2018-6-23,2,SPOTIFY,43.19
2021-4-20,5,SHOWS AO VIVO,95.61
2015-10-28,7,SPOTIFY,79.98
2021-4-27,6,RÁDIOS AM/FM,51.24
2015-2-1,12,YOUTUBE,52.29
2013-1-21,11,TV GLOBO,47.82
2018-8-12,13,RÁDIOS AM/FM,83.83
2021-7-2,6,RÁDIOS AM/FM,19.92
2011-8-5,2,TV GLOBO,47.72
2015-4-11,10,RÁDIOS AM/FM,37.5
2016-3-15,11,SHOWS AO VIVO,50.51
2011-2-27,3,SHOWS AO VIVO,17.42
2014-12-11,3,YOUTUBE,46.22
2011-2-22,7,RÁDIOS AM/FM,67.49
2013-8-22,11,TV GLOBO,93.77
2019-8-26,3,SHOWS AO VIVO,99.75
2012-3-27,12,SHOWS AO VIVO,82.85
2014-7-3,3,SPOTIFY,48.89
2013-5-2,8,SHOWS AO VIVO,8.93
2021-2-24,8,RÁDIOS AM/FM,30.44
2010-10-26,13,SPOTIFY,88.97
2012-6-10,1,SHOWS AO VIVO,10.96
2016-1-13,2,RÁDIOS AM/FM,91.32
2021-9-24,11,RÁDIOS AM/FM,76.45
2011-6-24,9,SHOWS AO VIVO,91.33
2011-6-11,13,TV GLOBO,41.81
2010-4-2,5,SONORIZAÇÃO AMBIENTAL,60.12
2020-7-3,6,TV GLOBO,83.44
2019-2-10,4,RÁDIOS AM/FM,58.28
2018-7-18,4,YOUTUBE,33.03
2020-5-25,10,RÁDIOS AM/FM,71.47
2010-9-13,12,RÁDIOS AM/FM,89.81
2021-4-21,9,RÁDIOS AM/FM,18.9
2016-2-1,1,SHOWS AO VIVO,95.17
2013-3-21,5,RÁDIOS AM/FM,83.86
2014-2-19,5,SHOWS AO VIVO,31.74
2014-1-15,6,SPOTIFY,19.34
2019-12-27,4,SONORIZAÇÃO AMBIENTAL,21.99
2017-6-1,11,SHOWS AO VIVO,51.57
2012-4-13,3,SHOWS AO VIVO,1.49
2018-8-2,1,YOUTUBE,73.16
2017-7-24,8,YOUTUBE,33.38
2021-10-17,4,SPOTIFY,39.4
2019-6-26,1,RÁDIOS AM/FM,72.95
2013-6-11,5,SPOTIFY,42.83
2013-6-1,8,SHOWS AO VIVO,5.76
2020-5-7,2,SHOWS AO VIVO,94.32
2010-8-27,7,SHOWS AO VIVO,53.87
2021-2-21,1,YOUTUBE,25.45
2019-10-11,9,SPOTIFY,42.64
2020-4-7,4,TV GLOBO,87.85
2020-11-6,6,SONORIZAÇÃO AMBIENTAL,31.27
2013-6-4,13,SPOTIFY,43.85
2011-4-20,8,YOUTUBE,42.04
2016-7-6,7,SPOTIFY,66.62
2014-4-13,3,SHOWS AO VIVO,51.63
2013-1-5,1,YOUTUBE,85.13
2015-9-15,13,SHOWS AO VIVO,96.94
2021-12-15,11,RÁDIOS AM/FM,50.55
2011-5-23,2,SPOTIFY,4.03
2012-9-13,3,SPOTIFY,0.04
2017-8-27,5,SPOTIFY,4.68
2011-3-5,2,SPOTIFY,53.24
2012-9-9,3,SHOWS AO VIVO,56.35
2011-1-11,11,SPOTIFY,26.08
2020-3-5,4,SPOTIFY,74.03
2018-4-26,2,SHOWS AO VIVO,71.95
2013-4-18,3,TV GLOBO,9.34
2010-7-3,5,SPOTIFY,0.62
2013-2-13,5,SPOTIFY,11.67
2010-1-24,8,SPOTIFY,87.72
2015-10-1,7,SHOWS AO VIVO,19.59
2012-5-28,7,SHOWS AO VIVO,82.01
2014-2-8,6,TV GLOBO,82.39
2021-12-23,7,SHOWS AO VIVO,23.7
2013-1-2,11,SPOTIFY,11.35
2011-4-3,4,SONORIZAÇÃO AMBIENTAL,87.96
2012-6-26,1,SHOWS AO VIVO,22.57
2013-5-12,7,SHOWS AO VIVO,44.35
2017-5-13,10,RÁDIOS AM/FM,57.76
2018-9-8,7,SHOWS AO VIVO,74.65
2014-7-26,2,SPOTIFY,73.18
2011-2-5,10,SPOTIFY,42.77
2017-11-20,6,SHOWS AO VIVO,15.82
2019-5-26,8,SONORIZAÇÃO AMBIENTAL,29.9
2012-6-4,2,SHOWS AO VIVO,40.55
2021-3-20,13,SPOTIFY,77.91
2011-12-27,10,SHOWS AO VIVO,35.04
2013-9-15,8,SPOTIFY,65.21
2017-11-25,10,TV GLOBO,2.14
2021-4-20,12,TV GLOBO,69.82
2012-12-19,3,YOUTUBE,18.76
2014-10-21,7,RÁDIOS AM/FM,92.66
2018-3-24,7,SPOTIFY,89.95
2020-4-28,12,SPOTIFY,65.35
2010-10-19,4,YOUTUBE,31.81
2015-9-17,7,SPOTIFY,21.12
2010-10-14,7,SHOWS AO VIVO,65.21
2019-11-15,13,SPOTIFY,38.4
2021-3-5,12,SPOTIFY,21.58
2011-6-23,9,RÁDIOS AM/FM,49.28
2018-9-2,5,SHOWS AO VIVO,90.08
2016-11-24,2,SPOTIFY,26.35
2015-10-25,3,SHOWS AO VIVO,86.27
2019-11-2,10,SHOWS AO VIVO,41.4
2021-8-18,3,YOUTUBE,77.08
2021-6-14,13,SPOTIFY,28.27
