data,cod_artista,fonte,valor_rendimento
2017-8-14,6,SONORIZAÇÃO AMBIENTAL,40.88
2017-2-11,9,TV GLOBO,65.05
2021-3-25,2,RÁDIOS AM/FM,65.27
2013-11-3,7,RÁDIOS AM/FM,78.28
2011-4-16,7,SPOTIFY,23.59
2017-4-12,5,RÁDIOS AM/FM,99.44
2011-10-8,3,SPOTIFY,91.55
2018-6-10,5,YOUTUBE,0.52
2010-10-3,13,SPOTIFY,30.73
2016-10-8,2,YOUTUBE,68.29
2014-12-11,1,YOUTUBE,71.29
2011-5-12,6,SPOTIFY,87.67
2015-3-17,7,SPOTIFY,57.33
2017-7-10,8,SPOTIFY,87.83
2019-1-19,8,SHOWS AO VIVO,58.11
2017-9-16,4,SPOTIFY,93.09
2017-5-17,11,SPOTIFY,1.58
2010-7-13,11,SHOWS AO VIVO,39.01
2010-3-7,12,SPOTIFY,30.58
2013-1-5,2,SHOWS AO VIVO,18.56
2019-10-12,2,SHOWS AO VIVO,32.58
2018-7-9,12,SHOWS AO VIVO,29.49
2012-4-27,3,SPOTIFY,10.28
2014-12-1,13,TV GLOBO,89.19
2012-2-26,12,SPOTIFY,19.85
2014-12-16,2,YOUTUBE,59.99
2014-12-28,10,YOUTUBE,5.36
2013-2-26,7,SPOTIFY,34.45
2014-3-18,9,YOUTUBE,10.12
2021-7-7,5,YOUTUBE,10.85
2013-12-11,10,YOUTUBE,17.04
2018-7-21,1,SHOWS AO VIVO,69.86
2010-6-11,2,SONORIZAÇÃO AMBIENTAL,54.29
2014-10-3,13,SHOWS AO VIVO,2.14
2011-2-22,9,SHOWS AO VIVO,24.19
2021-6-23,1,SPOTIFY,34.25
2017-4-10,1,YOUTUBE,72.59
2019-10-7,1,YOUTUBE,21.41
2017-7-5,7,SPOTIFY,65.27
2021-3-8,10,SPOTIFY,75.01
2012-9-25,1,RÁDIOS AM/FM,82.96
2021-11-19,3,TV GLOBO,43.71
2011-11-23,3,SPOTIFY,11.42
2019-10-5,7,SPOTIFY,44.21
2015-7-22,6,YOUTUBE,17.19
2017-12-16,4,SHOWS AO VIVO,20.37
2011-9-13,5,RÁDIOS AM/FM,44.54
2010-2-24,2,TV GLOBO,11.5
2020-10-9,9,SPOTIFY,4.97
2017-6-11,4,RÁDIOS AM/FM,41.14
2016-10-13,10,TV GLOBO,51.56
2017-12-14,8,SHOWS AO VIVO,46.48
2016-8-27,8,SPOTIFY,86.9
2021-6-23,7,SHOWS AO VIVO,96.95
2019-2-13,7,YOUTUBE,36.96
2015-4-23,8,YOUTUBE,25.5
2018-11-17,7,SHOWS AO VIVO,22.7
2021-5-13,3,SHOWS AO VIVO,16.87
2016-11-14,3,YOUTUBE,80.28
2014-11-19,5,SPOTIFY,65.86
2016-11-26,11,SONORIZAÇÃO AMBIENTAL,89.87
2013-1-4,2,YOUTUBE,45.96
2020-1-26,1,TV GLOBO,23.41
2020-9-24,7,SHOWS AO VIVO,42.87
2019-2-11,4,YOUTUBE,87.8
2016-12-20,3,TV GLOBO,61.52
2014-4-13,2,SHOWS AO VIVO,13.47
2017-12-28,9,RÁDIOS AM/FM,8.37
2013-10-7,8,SHOWS AO VIVO,25.68
2012-12-16,12,SPOTIFY,72.56
2017-5-17,6,YOUTUBE,0.64
2018-4-28,10,SHOWS AO VIVO,40.53
2015-10-15,12,RÁDIOS AM/FM,76.07
2010-10-15,6,TV GLOBO,73.6
2017-7-26,2,YOUTUBE,81.16
2015-12-25,12,SPOTIFY,81.49
2010-8-18,6,RÁDIOS AM/FM,67.43
2014-11-27,1,SPOTIFY,54.67
2015-7-26,10,TV GLOBO,50.84
2014-10-1,7,YOUTUBE,21.47
2013-8-18,3,SHOWS AO VIVO,2.39
2012-10-6,11,SPOTIFY,59.19
2015-10-23,4,RÁDIOS AM/FM,24.95
2010-9-4,10,TV GLOBO,89.66
2012-10-5,12,SHOWS AO VIVO,61.97
2019-6-16,13,SPOTIFY,36.5
2017-4-20,12,SHOWS AO VIVO,72.14
2012-4-12,5,SHOWS AO VIVO,5.83
2016-11-12,2,YOUTUBE,38.91
2016-11-5,7,RÁDIOS AM/FM,42.41
2021-12-21,6,SPOTIFY,2.7
2012-2-10,11,RÁDIOS AM/FM,51.69
2015-11-14,10,TV GLOBO,33.14
2017-8-12,11,TV GLOBO,6.97
2015-1-20,6,RÁDIOS AM/FM,98.43
2010-2-15,11,YOUTUBE,57.96
2019-6-20,6,SPOTIFY,0.91
2015-1-18,9,SHOWS AO VIVO,62.81
2017-12-14,1,RÁDIOS AM/FM,87.86
2017-6-27,4,SPOTIFY,45.13
2020-12-21,6,SPOTIFY,33.43
2012-5-2,4,SPOTIFY,45.86
2010-1-9,4,TV GLOBO,50.4
2014-10-8,2,SPOTIFY,72.93
2011-8-2,4,YOUTUBE,14.4
2013-5-22,7,YOUTUBE,94.56
2011-2-10,5,RÁDIOS AM/FM,68.09
2013-6-11,8,SPOTIFY,60.34
2017-1-2,6,YOUTUBE,90.58
2018-1-28,12,RÁDIOS AM/FM,26.5
2019-6-9,5,YOUTUBE,17.87
2013-12-3,5,SPOTIFY,99.82
2010-7-7,7,SHOWS AO VIVO,92.89
2017-2-4,3,SPOTIFY,8.05
2016-10-3,12,SPOTIFY,66.72
2019-7-27,7,SHOWS AO VIVO,15.8
2020-10-27,6,RÁDIOS AM/FM,63.19
2010-9-27,2,TV GLOBO,20.34
2014-10-3,7,SHOWS AO VIVO,37.08
2015-3-13,12,SHOWS AO VIVO,39.81
2013-12-22,8,SPOTIFY,57.75
2013-12-10,8,SPOTIFY,2.71
2012-8-18,11,SHOWS AO VIVO,30.47
2018-6-19,12,SPOTIFY,68.56
2018-5-25,3,TV GLOBO,27.19
2012-3-27,12,SHOWS AO VIVO,10.08
2021-1-14,1,YOUTUBE,58.61
2017-5-13,3,YOUTUBE,7.16
2018-3-4,4,YOUTUBE,38.54
2017-12-25,4,SHOWS AO VIVO,67.02
2014-1-14,12,SHOWS AO VIVO,70.84
2015-6-5,13,YOUTUBE,26.05
2010-1-12,4,SHOWS AO VIVO,0.57
2021-3-6,13,SHOWS AO VIVO,76.61
2016-8-16,12,SPOTIFY,19.96
2010-2-15,4,TV GLOBO,67.26
2013-8-23,10,YOUTUBE,94.24
2020-3-9,12,SHOWS AO VIVO,19.12
2014-6-5,8,SONORIZAÇÃO AMBIENTAL,87.87
2011-5-9,8,SPOTIFY,16.12
2015-8-17,12,RÁDIOS AM/FM,58.37
2015-6-20,6,SHOWS AO VIVO,12.49
2013-4-24,2,SPOTIFY,17.83
2021-2-20,2,SHOWS AO VIVO,85.96
2017-2-5,2,RÁDIOS AM/FM,4.48
2010-9-23,10,SHOWS AO VIVO,15.23
2010-10-7,2,TV GLOBO,56.43
2012-3-24,1,SHOWS AO VIVO,49.61
2020-11-9,1,TV GLOBO,39.73
2010-5-19,7,SHOWS AO VIVO,71.36
2015-12-1,8,SHOWS AO VIVO,71.49
2013-12-16,4,SPOTIFY,71.36
2019-4-8,7,SPOTIFY,81.3
2021-6-8,8,RÁDIOS AM/FM,8.83
2016-8-3,8,SPOTIFY,13.12
2012-9-10,10,TV GLOBO,46.54
2011-2-28,10,SHOWS AO VIVO,72.84
2018-6-27,4,SPOTIFY,2.56
2013-11-19,2,SHOWS AO VIVO,65.6
2015-9-28,12,SPOTIFY,30.54
2016-10-19,7,SPOTIFY,65.65
2017-2-28,13,RÁDIOS AM/FM,96.37
2013-1-22,13,RÁDIOS AM/FM,69.54
2015-6-13,10,SPOTIFY,70.41
2020-2-15,10,YOUTUBE,78.09
2021-4-8,2,SHOWS AO VIVO,95.1
2014-3-27,1,SPOTIFY,30.97
2018-11-14,12,SPOTIFY,27.28
2019-4-10,1,YOUTUBE,15.01
2013-1-25,13,SPOTIFY,92.61
2017-9-22,8,SPOTIFY,46.11
2011-6-4,11,SPOTIFY,51.82
2021-2-22,5,TV GLOBO,96.73
2017-6-9,11,SPOTIFY,95.82
2013-1-23,10,SPOTIFY,69.92
2014-12-3,4,RÁDIOS AM/FM,57.65
2015-5-24,4,YOUTUBE,83.62
2014-7-14,6,SPOTIFY,39.51
2021-6-18,11,RÁDIOS AM/FM,31.59
2012-1-9,7,SHOWS AO VIVO,49.15
2014-8-12,13,SPOTIFY,22.03
2019-8-10,12,RÁDIOS AM/FM,40.95
2015-10-21,8,SHOWS AO VIVO,23.19
2020-7-5,9,TV GLOBO,5.85
2017-1-2,1,SHOWS AO VIVO,96.45
2021-5-17,3,YOUTUBE,76.26
2014-12-5,4,RÁDIOS AM/FM,3.64
2011-3-21,12,TV GLOBO,49.91
2020-2-2,9,TV GLOBO,57.14
2018-3-22,3,SPOTIFY,19.0
2019-12-24,9,SPOTIFY,71.04
2015-5-3,4,SONORIZAÇÃO AMBIENTAL,89.12
2018-9-21,10,YOUTUBE,97.01
2020-3-24,7,SHOWS AO VIVO,44.78
2010-10-11,1,SHOWS AO VIVO,92.66
2013-6-9,3,SHOWS AO VIVO,66.11
2016-12-7,1,SHOWS AO VIVO,58.34
2010-2-4,2,SONORIZAÇÃO AMBIENTAL,78.94
2016-4-14,6,TV GLOBO,97.69
2019-9-23,7,SPOTIFY,79.19
2010-4-2,9,RÁDIOS AM/FM,91.33
2012-5-10,1,SPOTIFY,27.55
2015-12-28,6,SHOWS AO VIVO,69.74
2014-2-4,6,RÁDIOS AM/FM,21.42
2021-11-11,13,SPOTIFY,95.87
2015-9-18,1,SHOWS AO VIVO,5.31
2017-1-6,1,YOUTUBE,77.06
2016-7-14,1,SPOTIFY,75.37
2018-7-16,10,RÁDIOS AM/FM,41.11
2013-4-25,4,YOUTUBE,57.62
2013-10-1,12,SPOTIFY,81.55
2012-8-23,10,SONORIZAÇÃO AMBIENTAL,33.62
2010-3-5,9,SHOWS AO VIVO,28.22
2018-8-6,9,SHOWS AO VIVO,92.66
2019-6-26,5,SPOTIFY,42.55
2011-10-19,7,TV GLOBO,10.25
2010-4-22,3,RÁDIOS AM/FM,96.72
2011-11-7,12,SHOWS AO VIVO,27.83
2011-8-1,1,YOUTUBE,92.91
2011-6-10,12,SPOTIFY,36.35
2019-8-9,2,YOUTUBE,33.08
2018-9-2,8,SPOTIFY,34.21
2021-9-1,8,SHOWS AO VIVO,69.88
2013-6-24,8,TV GLOBO,71.79
2018-8-8,11,YOUTUBE,1.48
2016-12-2,8,RÁDIOS AM/FM,17.94
2013-2-20,1,SONORIZAÇÃO AMBIENTAL,40.75
2011-3-9,8,SPOTIFY,98.49
2011-6-5,10,RÁDIOS AM/FM,51.17
2010-2-18,4,SHOWS AO VIVO,49.32
2010-10-9,8,SHOWS AO VIVO,30.68
2017-12-24,6,SHOWS AO VIVO,39.68
2010-10-11,6,RÁDIOS AM/FM,75.14
2013-5-23,2,SPOTIFY,74.85
2012-5-5,1,YOUTUBE,45.34
2015-5-26,9,YOUTUBE,27.1
2020-9-22,9,SHOWS AO VIVO,80.77
2017-12-15,3,TV GLOBO,60.76
2013-4-27,2,SPOTIFY,96.28
2012-11-8,11,SPOTIFY,96.97
2017-7-21,6,YOUTUBE,74.69
2017-6-26,2,SHOWS AO VIVO,39.02
2014-5-15,13,YOUTUBE,63.27
2013-8-10,7,SPOTIFY,64.66
2020-7-14,8,SPOTIFY,83.88
2012-9-21,3,SHOWS AO VIVO,47.92
2011-2-22,9,SPOTIFY,8.1
2017-4-10,13,TV GLOBO,75.16
2012-5-5,5,YOUTUBE,1.48
2018-6-6,9,SPOTIFY,71.0
2013-10-27,1,SHOWS AO VIVO,79.66
2014-12-20,8,SPOTIFY,48.38
2014-5-21,1,YOUTUBE,67.94
2020-11-25,5,YOUTUBE,10.81
2014-1-1,7,SHOWS AO VIVO,45.79
2013-12-6,13,SPOTIFY,77.97
2017-2-12,7,SHOWS AO VIVO,64.32
2010-5-21,11,RÁDIOS AM/FM,26.41
2020-9-1,9,SHOWS AO VIVO,67.98
2012-10-12,9,SPOTIFY,50.89
2015-2-27,5,SHOWS AO VIVO,43.47
2016-11-20,4,TV GLOBO,21.18
2015-7-15,11,SPOTIFY,46.04
2015-5-15,13,SHOWS AO VIVO,7.09
2021-10-17,6,SHOWS AO VIVO,40.98
2012-8-28,12,SHOWS AO VIVO,50.52
2018-12-2,7,SPOTIFY,1.41
2016-12-12,4,SPOTIFY,50.35
2018-1-17,5,YOUTUBE,90.16
2019-6-7,6,RÁDIOS AM/FM,0.07
2020-3-5,7,SPOTIFY,64.66
2020-8-9,5,SPOTIFY,61.04
2020-6-2,8,SHOWS AO VIVO,62.8
2012-11-16,9,RÁDIOS AM/FM,91.58
2013-1-24,8,RÁDIOS AM/FM,30.14
2019-3-19,6,TV GLOBO,97.46
2013-6-21,10,TV GLOBO,6.41
2012-1-1,13,SONORIZAÇÃO AMBIENTAL,76.17
2013-1-4,4,SPOTIFY,8.72
2016-3-6,4,TV GLOBO,93.9
2011-5-7,13,SPOTIFY,7.82
2012-7-7,12,SONORIZAÇÃO AMBIENTAL,22.2
2010-8-5,11,RÁDIOS AM/FM,98.88
2016-7-7,10,SPOTIFY,82.0
2012-4-3,3,SPOTIFY,81.19
2015-3-4,1,SONORIZAÇÃO AMBIENTAL,24.42
2020-10-10,9,TV GLOBO,78.5
2015-10-8,10,SHOWS AO VIVO,78.26
2011-3-26,10,TV GLOBO,71.82
2019-5-13,8,SHOWS AO VIVO,8.77
2012-4-18,8,SPOTIFY,49.81
2020-5-14,3,SONORIZAÇÃO AMBIENTAL,80.83
2013-4-27,1,YOUTUBE,32.32
2012-10-4,8,SPOTIFY,48.67
2013-11-2,13,YOUTUBE,92.41
2012-8-10,2,YOUTUBE,78.4
2015-9-26,8,SHOWS AO VIVO,6.0
2019-1-12,5,SHOWS AO VIVO,27.61
2013-4-18,1,SPOTIFY,99.45
2012-8-28,7,SPOTIFY,72.26
2020-10-18,5,RÁDIOS AM/FM,56.73
2014-10-1,6,RÁDIOS AM/FM,86.25
2016-8-17,12,TV GLOBO,99.95
2013-10-25,2,SHOWS AO VIVO,65.96
2013-11-28,12,RÁDIOS AM/FM,97.19
2013-10-3,4,SPOTIFY,47.79
2020-12-8,9,SPOTIFY,34.39
2016-5-10,5,SPOTIFY,72.18
2012-12-17,3,TV GLOBO,53.99
2016-4-8,3,SPOTIFY,86.48
2020-3-20,1,SPOTIFY,6.17
2019-6-7,9,RÁDIOS AM/FM,95.66
2020-11-13,11,RÁDIOS AM/FM,33.35
2016-4-6,5,SPOTIFY,3.83
2012-6-25,10,RÁDIOS AM/FM,51.18
2019-12-15,9,RÁDIOS AM/FM,91.46
2018-11-14,12,SHOWS AO VIVO,13.93
2014-1-5,9,SPOTIFY,48.35
2010-8-13,10,SPOTIFY,71.27
2010-7-10,10,TV GLOBO,57.38
2010-9-8,3,SHOWS AO VIVO,10.1
2016-12-14,11,YOUTUBE,71.28
2015-2-15,1,TV GLOBO,85.47
2011-5-12,1,SPOTIFY,8.93
2013-2-23,11,SHOWS AO VIVO,96.09
2014-2-16,12,SPOTIFY,70.14
2013-10-5,7,YOUTUBE,36.14
2015-7-5,6,YOUTUBE,46.36
2021-9-24,11,SONORIZAÇÃO AMBIENTAL,43.34
2021-12-11,9,SHOWS AO VIVO,74.07
2010-10-16,5,SPOTIFY,70.93
2020-6-23,3,SPOTIFY,18.06
2012-8-20,13,YOUTUBE,50.54
2012-8-12,3,SHOWS AO VIVO,53.07
2015-10-11,6,SHOWS AO VIVO,2.71
2015-4-10,10,SHOWS AO VIVO,85.62
2010-9-24,7,SPOTIFY,19.46
2017-12-15,10,RÁDIOS AM/FM,43.5
2020-10-13,7,RÁDIOS AM/FM,65.92
2019-5-7,3,SPOTIFY,76.49
2014-8-8,1,SHOWS AO VIVO,3.84
2017-8-6,8,SPOTIFY,57.12
2021-3-17,5,SPOTIFY,17.28
2017-8-7,1,TV GLOBO,90.77
2017-3-12,12,SPOTIFY,1.37
2013-9-22,8,SPOTIFY,45.75
2012-5-9,5,YOUTUBE,94.8
2011-5-12,11,SPOTIFY,41.56
2013-6-6,9,TV GLOBO,67.33
2014-7-3,13,TV GLOBO,28.75
2017-6-13,11,SPOTIFY,37.32
2011-9-9,13,RÁDIOS AM/FM,40.84
2010-3-8,11,SPOTIFY,33.11
2015-9-5,10,SPOTIFY,46.44
2014-3-26,7,YOUTUBE,10.81
2010-6-5,3,SHOWS AO VIVO,2.43
2011-3-3,6,RÁDIOS AM/FM,99.09
2014-12-10,1,YOUTUBE,24.45
2012-3-18,1,SHOWS AO VIVO,82.82
2020-3-12,4,SHOWS AO VIVO,24.26
2013-10-24,3,YOUTUBE,43.84
2016-10-22,13,YOUTUBE,96.99
2011-7-4,10,SPOTIFY,56.19
2016-11-13,3,YOUTUBE,68.33
2017-2-21,13,SHOWS AO VIVO,11.71
2012-10-24,2,RÁDIOS AM/FM,87.02
2015-12-3,6,SPOTIFY,30.7
2019-11-16,5,SONORIZAÇÃO AMBIENTAL,97.2
2020-6-14,8,SPOTIFY,65.85
2018-10-1,8,TV GLOBO,27.59
2012-12-16,2,RÁDIOS AM/FM,42.89
2013-12-21,1,YOUTUBE,22.4
2011-1-18,9,SHOWS AO VIVO,97.65
2017-9-25,2,TV GLOBO,22.77
2018-5-18,11,RÁDIOS AM/FM,58.99
2019-7-13,13,SPOTIFY,36.74
2016-10-13,12,TV GLOBO,79.13
2018-4-12,7,TV GLOBO,72.22
2011-2-28,13,SPOTIFY,97.88
2016-7-10,5,TV GLOBO,82.44
2014-10-5,1,RÁDIOS AM/FM,52.96
2014-1-14,9,SPOTIFY,70.22
2017-5-8,3,SHOWS AO VIVO,0.96
2021-9-24,6,RÁDIOS AM/FM,30.11
2014-8-25,10,YOUTUBE,29.28
2018-8-14,7,SHOWS AO VIVO,13.12
2012-7-6,13,SPOTIFY,95.77
2010-7-15,12,SPOTIFY,67.67
2012-7-20,8,SPOTIFY,30.93
2016-2-24,1,SPOTIFY,21.22
2011-5-5,6,SONORIZAÇÃO AMBIENTAL,23.88
2010-4-20,2,SHOWS AO VIVO,62.4
2019-12-2,10,SONORIZAÇÃO AMBIENTAL,4.63
2021-8-2,6,SPOTIFY,28.07
2020-3-24,8,SHOWS AO VIVO,79.57
2013-7-8,2,SPOTIFY,56.9
2012-2-28,2,RÁDIOS AM/FM,79.37
2017-7-9,4,SPOTIFY,30.29
2017-6-8,4,SPOTIFY,36.24
2011-1-7,5,SPOTIFY,77.32
2011-12-14,3,YOUTUBE,52.51
2017-7-4,7,RÁDIOS AM/FM,20.84
2014-12-10,7,RÁDIOS AM/FM,4.79
2012-4-28,5,SPOTIFY,55.43
2012-7-25,1,SHOWS AO VIVO,50.36
2016-2-2,8,TV GLOBO,99.3
2019-10-10,6,SPOTIFY,2.45
2011-12-18,10,SPOTIFY,69.37
2018-3-2,4,SPOTIFY,89.77
2016-3-13,7,YOUTUBE,3.53
2016-12-1,3,SPOTIFY,8.5
2015-6-28,5,YOUTUBE,94.77
2013-8-18,5,YOUTUBE,30.61
2015-2-17,13,SHOWS AO VIVO,54.63
2020-11-10,11,SPOTIFY,15.05
2010-9-2,5,SPOTIFY,4.69
2020-7-16,7,SHOWS AO VIVO,65.66
2011-10-22,7,SHOWS AO VIVO,73.11
2020-3-6,3,SPOTIFY,39.9
2018-10-9,8,SPOTIFY,1.51
2014-3-13,2,RÁDIOS AM/FM,91.09
2017-12-28,3,SPOTIFY,98.0
2015-3-3,13,SPOTIFY,11.44
2013-2-18,7,YOUTUBE,29.52
2020-2-24,11,SHOWS AO VIVO,1.0
2019-10-5,2,SPOTIFY,35.2
2020-10-3,3,SPOTIFY,37.72
2019-10-3,12,SONORIZAÇÃO AMBIENTAL,42.72
2013-9-1,1,SPOTIFY,59.63
2020-6-15,4,TV GLOBO,79.24
2019-6-11,6,SHOWS AO VIVO,50.13
2018-5-4,2,SPOTIFY,60.34
2020-2-5,12,TV GLOBO,53.14
2018-11-10,13,SHOWS AO VIVO,74.99
2019-8-20,8,TV GLOBO,65.17
2019-9-24,8,TV GLOBO,8.2
2020-6-28,9,SHOWS AO VIVO,88.42
2012-9-20,5,SPOTIFY,40.03
2010-8-6,1,SPOTIFY,19.82
2013-1-1,11,SHOWS AO VIVO,0.19
2010-6-8,4,TV GLOBO,13.61
2018-2-15,10,SONORIZAÇÃO AMBIENTAL,64.6
2019-12-11,4,SPOTIFY,49.45
2010-6-26,7,SHOWS AO VIVO,36.28
2021-1-25,1,SPOTIFY,65.44
2021-2-27,8,TV GLOBO,25.49
2018-11-14,9,RÁDIOS AM/FM,54.51
2013-9-7,11,SPOTIFY,16.06
2017-7-13,9,SPOTIFY,50.86
2019-11-11,4,YOUTUBE,50.74
2011-7-17,5,SHOWS AO VIVO,17.55
2017-9-22,11,SPOTIFY,85.96
2014-10-23,3,SHOWS AO VIVO,24.11
2014-5-19,6,SHOWS AO VIVO,21.55
2020-2-10,1,SHOWS AO VIVO,98.83
2015-7-16,2,SPOTIFY,2.94
2017-10-11,11,SHOWS AO VIVO,97.2
2012-5-1,12,YOUTUBE,39.29
2013-5-11,11,SHOWS AO VIVO,42.87
2018-5-27,3,SPOTIFY,88.18
2016-10-18,2,SPOTIFY,57.16
2014-11-15,5,SHOWS AO VIVO,52.87
2018-7-7,9,TV GLOBO,49.62
2015-5-16,8,SONORIZAÇÃO AMBIENTAL,8.49
2014-12-27,9,SHOWS AO VIVO,56.21
2016-7-4,7,RÁDIOS AM/FM,19.02
2019-12-20,7,RÁDIOS AM/FM,71.33
2017-12-18,5,SHOWS AO VIVO,60.07
2021-2-18,8,SHOWS AO VIVO,28.57
2016-1-10,4,SPOTIFY,69.85
2011-7-4,10,SHOWS AO VIVO,56.02
2021-11-12,2,TV GLOBO,20.22
2016-5-20,2,SHOWS AO VIVO,91.38
2017-12-4,12,YOUTUBE,41.53
2018-5-13,1,SPOTIFY,15.8
2020-11-15,5,SPOTIFY,38.52
2017-7-8,7,SPOTIFY,2.81
2020-3-11,3,SPOTIFY,59.47
2015-12-8,3,SPOTIFY,27.53
