data,cod_artista,fonte,valor_rendimento
2020-12-23,6,SPOTIFY,24.68
2020-1-14,11,RÁDIOS AM/FM,87.04
2014-4-26,7,RÁDIOS AM/FM,49.96
2020-12-14,10,SPOTIFY,98.18
2016-4-12,3,YOUTUBE,28.0
2011-10-15,4,SPOTIFY,93.65
2018-5-13,13,RÁDIOS AM/FM,67.86
2018-2-9,5,YOUTUBE,98.38
2010-2-14,12,TV GLOBO,24.99
2015-11-6,3,RÁDIOS AM/FM,69.76
2012-7-20,13,TV GLOBO,79.24
2011-10-26,1,TV GLOBO,26.87
2010-1-5,12,TV GLOBO,83.63
2021-10-8,6,SHOWS AO VIVO,19.11
2020-7-3,3,YOUTUBE,68.23
2019-7-7,13,RÁDIOS AM/FM,26.83
2010-6-23,5,SONORIZAÇÃO AMBIENTAL,83.8
2015-4-15,7,YOUTUBE,29.41
2011-4-15,9,RÁDIOS AM/FM,92.19
2012-11-23,7,SPOTIFY,56.27
2018-10-28,5,RÁDIOS AM/FM,9.55
2011-10-1,11,YOUTUBE,23.9
2012-9-4,3,SPOTIFY,55.61
2014-3-8,12,YOUTUBE,88.47
2018-4-3,9,TV GLOBO,12.92
2017-5-20,10,SPOTIFY,81.13
2021-11-9,2,SHOWS AO VIVO,45.32
2010-7-11,10,SONORIZAÇÃO AMBIENTAL,52.25
2017-7-23,9,SPOTIFY,54.97
2010-4-15,3,SPOTIFY,32.11
2020-1-8,8,SHOWS AO VIVO,39.74
2014-5-7,7,SHOWS AO VIVO,19.57
2013-6-14,7,SHOWS AO VIVO,65.52
2010-8-12,5,RÁDIOS AM/FM,29.47
2011-5-21,5,RÁDIOS AM/FM,16.94
2020-10-25,11,RÁDIOS AM/FM,26.79
2020-12-13,12,SPOTIFY,45.14
2013-8-3,5,YOUTUBE,30.62
2017-6-26,6,RÁDIOS AM/FM,69.36
2019-2-9,6,SHOWS AO VIVO,75.76
2011-12-17,8,YOUTUBE,95.21
2016-7-19,2,SPOTIFY,90.91
2018-1-15,3,YOUTUBE,28.08
2021-5-8,9,SPOTIFY,67.4
2010-8-1,13,SHOWS AO VIVO,15.79
2013-7-16,11,SPOTIFY,99.3
2014-4-6,3,SPOTIFY,92.1
2014-10-8,11,SHOWS AO VIVO,99.15
2021-10-28,9,SPOTIFY,8.85
2010-5-4,8,SPOTIFY,50.69
2017-10-7,1,TV GLOBO,17.2
2017-12-3,6,YOUTUBE,52.63
2011-6-12,12,SPOTIFY,6.2
2017-11-10,6,SPOTIFY,83.18
2019-5-9,2,RÁDIOS AM/FM,9.49
2015-12-9,6,YOUTUBE,94.99
2012-1-2,1,SHOWS AO VIVO,8.33
2016-11-4,3,SHOWS AO VIVO,84.23
2012-9-5,4,SHOWS AO VIVO,39.23
2014-2-20,11,TV GLOBO,3.37
2010-10-19,8,SPOTIFY,42.46
2012-11-26,8,SONORIZAÇÃO AMBIENTAL,40.09
2018-1-13,12,SHOWS AO VIVO,78.32
2015-8-21,12,YOUTUBE,3.51
2014-9-7,3,SHOWS AO VIVO,44.86
2015-10-15,2,RÁDIOS AM/FM,6.8
2012-7-6,6,SPOTIFY,49.1
2019-5-7,1,TV GLOBO,28.99
2010-9-20,1,RÁDIOS AM/FM,18.58
2019-10-5,9,SPOTIFY,18.28
2013-9-10,8,SHOWS AO VIVO,9.71
2011-8-10,7,SPOTIFY,73.19
2013-2-28,5,SHOWS AO VIVO,43.56
2015-1-26,3,RÁDIOS AM/FM,85.84
2015-7-17,2,SPOTIFY,76.28
2018-12-9,12,RÁDIOS AM/FM,12.69
2019-1-26,10,SHOWS AO VIVO,24.15
2017-11-19,2,TV GLOBO,11.89
2018-5-16,8,SPOTIFY,80.37
2015-9-14,3,TV GLOBO,19.21
2010-12-2,6,SPOTIFY,40.94
2010-5-22,9,SPOTIFY,92.82
2015-12-24,8,SHOWS AO VIVO,49.73
2012-6-27,8,YOUTUBE,14.18
2016-3-10,3,SHOWS AO VIVO,17.82
2019-12-18,9,RÁDIOS AM/FM,42.61
2021-2-22,11,SPOTIFY,0.08
2010-3-5,8,SPOTIFY,20.08
2014-4-16,5,SHOWS AO VIVO,76.91
2013-8-1,1,TV GLOBO,0.94
2021-6-4,3,SHOWS AO VIVO,23.65
2014-9-20,1,YOUTUBE,26.85
2021-10-3,4,SPOTIFY,83.89
2010-4-27,6,SPOTIFY,72.38
2010-5-12,13,RÁDIOS AM/FM,51.26
2012-11-16,2,RÁDIOS AM/FM,40.27
2019-12-24,1,YOUTUBE,56.75
2015-8-12,10,TV GLOBO,63.49
2014-1-24,7,SPOTIFY,90.84
2020-11-2,2,SHOWS AO VIVO,7.75
2010-4-6,9,SONORIZAÇÃO AMBIENTAL,75.92
2011-7-8,4,SPOTIFY,8.56
2012-9-25,13,SPOTIFY,25.72
2017-9-3,3,SPOTIFY,4.37
2019-4-9,12,SONORIZAÇÃO AMBIENTAL,38.81
2020-8-15,5,SPOTIFY,58.19
2011-11-5,11,YOUTUBE,93.3
2014-1-9,13,SHOWS AO VIVO,80.25
2018-3-7,7,SPOTIFY,74.71
2017-1-8,1,YOUTUBE,45.74
2018-5-11,9,RÁDIOS AM/FM,24.63
2017-6-21,8,SPOTIFY,8.84
2021-2-26,9,RÁDIOS AM/FM,82.84
2011-9-17,8,SHOWS AO VIVO,46.86
2019-10-3,13,SPOTIFY,82.26
2020-9-4,8,YOUTUBE,14.89
2017-1-1,7,SPOTIFY,37.69
2019-8-11,8,SPOTIFY,95.21
2018-2-20,5,SHOWS AO VIVO,90.22
2020-11-18,11,YOUTUBE,84.99
2016-8-10,1,YOUTUBE,70.16
2010-3-9,6,RÁDIOS AM/FM,48.87
2021-3-3,2,YOUTUBE,2.15
2018-7-1,1,SHOWS AO VIVO,9.22
2020-12-28,7,SHOWS AO VIVO,29.23
2019-9-21,13,SPOTIFY,69.65
2019-2-13,9,SPOTIFY,52.79
2014-11-20,12,SPOTIFY,23.14
2013-2-26,8,SPOTIFY,83.04
2017-7-9,3,SONORIZAÇÃO AMBIENTAL,91.07
2020-12-27,12,SHOWS AO VIVO,48.06
2021-11-10,13,RÁDIOS AM/FM,41.37
2013-5-14,5,YOUTUBE,14.57
2010-9-14,11,SHOWS AO VIVO,8.36
2012-3-23,6,TV GLOBO,98.74
2017-4-14,8,RÁDIOS AM/FM,42.3
2018-9-8,11,TV GLOBO,17.14
2017-11-2,6,SPOTIFY,23.54
2012-11-8,5,SPOTIFY,96.08
2010-7-13,7,RÁDIOS AM/FM,85.75
2010-4-6,11,RÁDIOS AM/FM,6.18
2010-2-27,10,SHOWS AO VIVO,38.91
2020-10-14,11,YOUTUBE,98.67
2019-2-18,2,SPOTIFY,41.82
2013-2-22,1,SPOTIFY,97.48
2017-9-27,6,SPOTIFY,95.62
2020-1-14,11,SPOTIFY,37.43
2011-7-28,8,SHOWS AO VIVO,81.9
2017-10-25,5,SPOTIFY,99.77
2010-11-1,5,SPOTIFY,28.84
2017-7-21,1,SHOWS AO VIVO,37.36
2017-1-10,3,RÁDIOS AM/FM,1.6
2011-11-20,6,RÁDIOS AM/FM,11.89
2015-3-20,1,SHOWS AO VIVO,28.32
2014-11-16,2,SPOTIFY,87.91
2014-2-7,3,TV GLOBO,20.88
2012-11-9,6,SPOTIFY,1.2
2011-6-20,12,YOUTUBE,6.9
2021-6-6,6,YOUTUBE,72.97
2020-12-16,1,SPOTIFY,84.89
2015-2-15,6,SHOWS AO VIVO,47.58
2013-10-16,4,SHOWS AO VIVO,64.77
2014-7-25,8,RÁDIOS AM/FM,38.92
2019-7-16,7,SHOWS AO VIVO,77.15
2014-4-26,6,SHOWS AO VIVO,28.04
2016-6-11,3,SHOWS AO VIVO,92.41
2016-12-12,8,SPOTIFY,21.47
2018-11-4,10,SPOTIFY,99.99
2021-9-15,9,TV GLOBO,39.74
2020-12-16,5,SHOWS AO VIVO,0.66
2011-6-17,6,SPOTIFY,53.27
2019-5-17,5,YOUTUBE,56.55
2017-11-18,11,SPOTIFY,1.84
2010-3-15,3,SHOWS AO VIVO,49.38
2021-4-12,12,SPOTIFY,89.71
2014-1-6,10,RÁDIOS AM/FM,85.5
2016-11-1,3,SPOTIFY,76.45
2021-9-1,11,YOUTUBE,63.86
2021-12-11,6,SPOTIFY,61.28
2018-9-15,3,SPOTIFY,0.86
2015-11-20,10,YOUTUBE,43.24
2021-3-2,12,YOUTUBE,99.11
2011-6-2,1,SPOTIFY,3.43
2010-5-9,4,SHOWS AO VIVO,4.23
2014-7-27,2,SHOWS AO VIVO,76.05
2018-7-5,11,RÁDIOS AM/FM,50.48
2017-7-5,2,SPOTIFY,21.52
2013-4-7,12,RÁDIOS AM/FM,36.87
2020-8-13,12,SHOWS AO VIVO,46.38
2018-2-24,10,TV GLOBO,58.74
2012-9-26,3,YOUTUBE,36.85
2014-10-25,1,SONORIZAÇÃO AMBIENTAL,48.54
2012-11-17,2,SPOTIFY,87.22
2019-11-6,8,SPOTIFY,9.18
2018-5-24,2,SPOTIFY,42.06
2011-12-24,3,SONORIZAÇÃO AMBIENTAL,39.34
2020-2-19,7,SPOTIFY,47.64
2019-10-8,8,SHOWS AO VIVO,68.56
2016-11-15,13,TV GLOBO,53.49
2015-4-10,13,SPOTIFY,95.61
2011-5-27,2,SPOTIFY,99.07
2017-2-23,4,SONORIZAÇÃO AMBIENTAL,24.57
2013-5-27,7,YOUTUBE,47.81
2016-3-7,9,SPOTIFY,45.98
2018-9-22,5,RÁDIOS AM/FM,23.53
2018-12-15,11,SPOTIFY,92.21
2020-12-21,5,TV GLOBO,99.28
2014-4-6,6,SONORIZAÇÃO AMBIENTAL,36.75
2020-3-24,9,SPOTIFY,28.89
2012-9-27,10,SHOWS AO VIVO,30.83
2017-7-7,5,RÁDIOS AM/FM,15.87
2021-3-13,1,RÁDIOS AM/FM,17.14
2014-11-25,9,YOUTUBE,15.24
2021-7-21,12,TV GLOBO,34.53
2014-4-14,13,SHOWS AO VIVO,74.52
2019-3-15,4,TV GLOBO,92.68
2012-3-7,10,YOUTUBE,13.67
2013-1-19,3,SPOTIFY,74.31
2014-9-6,3,SHOWS AO VIVO,8.85
2016-10-7,11,SHOWS AO VIVO,93.06
2016-2-15,2,YOUTUBE,28.98
2020-9-3,3,SHOWS AO VIVO,22.47
2013-8-19,8,SHOWS AO VIVO,98.31
2012-6-23,7,SHOWS AO VIVO,92.21
2020-1-9,7,TV GLOBO,32.99
2019-7-23,5,SPOTIFY,7.16
2018-1-14,8,SPOTIFY,15.3
2021-9-23,12,YOUTUBE,34.63
2014-1-10,2,SHOWS AO VIVO,90.84
2020-4-11,10,SHOWS AO VIVO,53.03
2010-4-20,10,SHOWS AO VIVO,53.36
2011-6-25,4,SPOTIFY,82.01
2012-1-12,8,SPOTIFY,33.72
2021-1-2,3,SPOTIFY,26.68
2014-8-16,12,SHOWS AO VIVO,10.76
2011-8-19,6,SPOTIFY,61.93
2018-7-7,2,SHOWS AO VIVO,99.47
2014-3-14,11,RÁDIOS AM/FM,56.68
2014-5-6,5,SPOTIFY,91.06
2010-12-14,6,RÁDIOS AM/FM,96.69
2018-9-24,2,RÁDIOS AM/FM,34.94
2012-7-26,6,TV GLOBO,69.0
2010-12-28,3,YOUTUBE,18.97
2014-5-1,13,SPOTIFY,84.46
2010-12-18,7,YOUTUBE,97.5
2015-8-14,4,SHOWS AO VIVO,28.24
2012-4-17,2,SPOTIFY,37.08
2018-12-20,3,YOUTUBE,95.79
2011-5-7,7,SONORIZAÇÃO AMBIENTAL,76.71
2012-1-3,11,RÁDIOS AM/FM,71.37
2013-3-5,2,SPOTIFY,88.88
2010-11-19,7,SPOTIFY,33.09
2021-12-28,5,TV GLOBO,89.21
2020-3-5,3,SHOWS AO VIVO,47.47
2019-1-26,10,YOUTUBE,63.23
2021-2-27,5,SPOTIFY,26.69
2021-1-21,10,SPOTIFY,6.77
2015-1-4,3,RÁDIOS AM/FM,12.32
2010-6-17,4,SHOWS AO VIVO,1.31
2016-9-26,9,SHOWS AO VIVO,70.93
2013-2-7,10,SHOWS AO VIVO,43.37
2019-2-8,12,SPOTIFY,97.6
2021-1-18,5,SPOTIFY,49.03
2018-6-18,5,TV GLOBO,33.14
2018-10-7,11,RÁDIOS AM/FM,46.5
2016-11-10,4,YOUTUBE,82.07
2019-5-4,7,RÁDIOS AM/FM,97.83
2011-4-22,3,YOUTUBE,8.72
2018-12-21,7,SONORIZAÇÃO AMBIENTAL,46.47
2012-3-16,13,SPOTIFY,59.4
2019-8-27,11,SONORIZAÇÃO AMBIENTAL,54.4
2014-1-26,8,RÁDIOS AM/FM,91.32
2011-12-19,12,TV GLOBO,20.86
2011-9-13,9,SPOTIFY,75.32
2016-5-16,11,SONORIZAÇÃO AMBIENTAL,25.59
2020-8-15,8,TV GLOBO,17.03
2017-11-17,9,SPOTIFY,0.94
2021-12-16,5,TV GLOBO,48.22
2018-8-7,1,YOUTUBE,90.57
2017-5-6,7,SPOTIFY,17.6
2019-4-2,13,SHOWS AO VIVO,83.15
2014-1-6,9,TV GLOBO,85.31
2017-4-19,9,SPOTIFY,24.68
2011-6-13,11,YOUTUBE,99.19
2016-9-18,1,YOUTUBE,13.45
2016-11-11,10,SONORIZAÇÃO AMBIENTAL,93.57
2018-11-13,1,SHOWS AO VIVO,65.39
2021-10-1,11,SPOTIFY,99.12
2015-10-15,7,RÁDIOS AM/FM,14.73
2013-1-5,8,SPOTIFY,20.87
2018-8-18,2,YOUTUBE,38.92
2011-10-5,7,RÁDIOS AM/FM,51.06
2021-7-4,11,YOUTUBE,7.91
2010-11-17,6,SPOTIFY,9.96
2010-12-13,12,SPOTIFY,5.74
2012-4-22,4,SPOTIFY,49.05
2021-4-1,2,SHOWS AO VIVO,41.29
2020-7-20,5,TV GLOBO,63.63
2021-3-25,9,SONORIZAÇÃO AMBIENTAL,58.77
2017-5-21,13,RÁDIOS AM/FM,49.34
2016-9-12,12,TV GLOBO,68.79
2015-3-17,8,SHOWS AO VIVO,41.65
2010-10-11,4,RÁDIOS AM/FM,31.95
2016-4-27,3,SPOTIFY,11.84
2016-11-12,13,SPOTIFY,24.8
2011-3-27,8,SHOWS AO VIVO,34.79
2013-4-20,8,SPOTIFY,40.19
2020-8-20,4,SHOWS AO VIVO,56.57
2015-5-27,5,SHOWS AO VIVO,23.06
2015-10-12,13,SONORIZAÇÃO AMBIENTAL,2.46
2014-3-17,11,YOUTUBE,10.34
2018-11-19,5,YOUTUBE,5.61
2017-3-15,10,SHOWS AO VIVO,64.37
2020-10-2,11,SPOTIFY,81.61
2020-9-24,9,SPOTIFY,5.5
2010-3-7,7,SPOTIFY,16.32
2012-6-8,12,YOUTUBE,29.65
2011-10-24,1,RÁDIOS AM/FM,81.41
2012-12-18,6,SPOTIFY,99.13
2016-7-24,9,TV GLOBO,82.12
2016-12-17,13,YOUTUBE,51.23
2014-12-24,1,SPOTIFY,23.75
2017-3-8,11,YOUTUBE,51.0
2016-5-1,11,TV GLOBO,77.35
2018-9-16,3,SONORIZAÇÃO AMBIENTAL,46.13
2017-11-2,4,TV GLOBO,57.72
2019-5-28,1,SONORIZAÇÃO AMBIENTAL,54.66
2013-7-25,7,SPOTIFY,31.86
2021-2-5,1,SPOTIFY,79.34
2013-5-13,3,TV GLOBO,69.51
2013-1-8,10,SPOTIFY,86.52
2016-10-26,5,RÁDIOS AM/FM,17.23
2012-9-18,7,SPOTIFY,57.35
2019-8-12,6,RÁDIOS AM/FM,69.3
2011-4-7,8,SHOWS AO VIVO,29.73
2016-3-23,10,SHOWS AO VIVO,17.21
2015-3-17,7,YOUTUBE,2.98
2018-10-26,1,SPOTIFY,63.89
2015-7-27,4,SHOWS AO VIVO,35.79
2015-2-20,13,RÁDIOS AM/FM,89.25
2013-3-23,1,SPOTIFY,61.89
2020-8-8,12,SHOWS AO VIVO,72.44
2016-10-21,1,TV GLOBO,38.6
2012-11-4,3,SPOTIFY,8.13
2016-8-12,5,SPOTIFY,27.04
2014-4-5,6,YOUTUBE,50.96
2010-4-23,5,SHOWS AO VIVO,97.35
2020-5-20,9,SONORIZAÇÃO AMBIENTAL,78.06
2012-9-20,12,SPOTIFY,61.0
2013-5-11,2,SHOWS AO VIVO,53.45
2021-10-5,5,YOUTUBE,77.96
2021-5-27,4,SHOWS AO VIVO,42.71
2018-7-16,7,YOUTUBE,9.61
2020-7-2,8,SHOWS AO VIVO,17.67
2019-3-11,11,SPOTIFY,50.03
2012-3-4,4,SPOTIFY,59.53
2019-12-9,11,SPOTIFY,93.48
2013-4-24,4,RÁDIOS AM/FM,3.47
2010-12-24,8,RÁDIOS AM/FM,79.89
2015-3-12,2,SHOWS AO VIVO,65.43
2017-11-17,3,SPOTIFY,93.74
2017-12-27,8,SPOTIFY,16.77
2013-8-8,9,SPOTIFY,76.46
2011-5-24,7,SHOWS AO VIVO,23.08
2018-10-27,8,TV GLOBO,67.21
2018-9-20,6,SPOTIFY,26.2
2019-8-8,12,SPOTIFY,35.1
2021-10-9,13,TV GLOBO,58.73
2016-10-13,12,YOUTUBE,60.44
2020-6-24,8,SHOWS AO VIVO,58.05
2019-7-22,10,SHOWS AO VIVO,59.56
2010-2-20,6,TV GLOBO,35.81
2018-8-11,3,SPOTIFY,65.26
2011-1-19,6,YOUTUBE,17.06
2019-12-11,6,YOUTUBE,63.93
2020-12-14,5,YOUTUBE,18.79
2018-5-7,2,SHOWS AO VIVO,72.32
2013-9-9,11,RÁDIOS AM/FM,44.91
2013-4-28,6,SPOTIFY,60.34
2016-6-25,9,TV GLOBO,19.59
2013-12-19,3,TV GLOBO,71.38
2017-10-9,6,SONORIZAÇÃO AMBIENTAL,27.93
2012-8-17,3,TV GLOBO,63.54
2019-4-16,8,SPOTIFY,62.08
2018-3-20,4,RÁDIOS AM/FM,73.41
2021-6-8,1,SPOTIFY,75.54
2014-4-17,5,YOUTUBE,61.0
2011-4-1,3,SHOWS AO VIVO,55.8
2016-12-20,9,SPOTIFY,58.35
2021-11-18,8,SHOWS AO VIVO,51.15
2010-8-20,7,YOUTUBE,74.35
2021-4-5,1,SHOWS AO VIVO,52.46
2016-12-27,8,YOUTUBE,88.42
2021-5-3,10,SPOTIFY,66.77
2017-9-24,2,SPOTIFY,64.7
2020-1-11,2,RÁDIOS AM/FM,83.57
2018-2-11,7,SPOTIFY,38.14
2011-8-9,8,SPOTIFY,29.51
2017-1-26,6,SPOTIFY,99.05
2018-3-6,3,RÁDIOS AM/FM,76.73
2010-8-22,7,SPOTIFY,21.34
2013-5-4,4,SHOWS AO VIVO,2.97
2015-5-26,1,SONORIZAÇÃO AMBIENTAL,48.23
2018-1-20,10,SPOTIFY,70.47
2010-2-25,5,SPOTIFY,13.06
2014-2-22,9,SPOTIFY,57.35
2011-5-3,7,TV GLOBO,70.63
2017-4-23,9,YOUTUBE,18.77
2011-6-10,11,YOUTUBE,60.43
2010-4-18,8,SHOWS AO VIVO,73.81
2010-5-24,8,TV GLOBO,49.41
2011-11-23,4,YOUTUBE,18.03
2015-7-26,1,TV GLOBO,70.65
2019-2-21,13,SHOWS AO VIVO,82.21
2021-1-19,9,RÁDIOS AM/FM,96.02
2019-11-18,6,TV GLOBO,42.25
2017-1-9,4,SPOTIFY,89.55
2018-5-12,10,SONORIZAÇÃO AMBIENTAL,93.69
2019-12-8,4,SHOWS AO VIVO,61.87
2011-5-18,11,SHOWS AO VIVO,35.24
2021-12-3,5,YOUTUBE,50.79
2018-7-6,11,TV GLOBO,52.65
2016-9-13,13,YOUTUBE,25.86
2010-8-20,13,SPOTIFY,59.96
2010-1-3,6,SPOTIFY,69.75
2017-4-24,12,SPOTIFY,81.09
2013-2-24,12,SONORIZAÇÃO AMBIENTAL,63.87
2017-11-17,9,YOUTUBE,99.64
2019-8-28,8,SONORIZAÇÃO AMBIENTAL,44.73
2016-10-9,12,SPOTIFY,14.62
2012-11-9,6,YOUTUBE,92.38
2013-4-4,1,YOUTUBE,78.17
2021-9-1,8,SHOWS AO VIVO,27.84
2019-2-13,11,YOUTUBE,37.68
2020-5-2,4,TV GLOBO,41.44
2021-2-19,10,SPOTIFY,90.29
2013-3-23,2,YOUTUBE,25.87
2014-6-8,9,SPOTIFY,52.38
2020-10-26,3,SHOWS AO VIVO,76.56
2010-2-3,6,SHOWS AO VIVO,68.72
2018-3-7,12,YOUTUBE,76.16
2012-1-27,13,YOUTUBE,52.2
2015-11-7,8,YOUTUBE,99.56
2021-3-10,11,RÁDIOS AM/FM,63.14
2011-3-21,6,RÁDIOS AM/FM,9.04
2019-12-13,6,RÁDIOS AM/FM,61.03
2010-5-6,10,TV GLOBO,77.3
2015-1-4,5,SHOWS AO VIVO,89.6
2011-9-23,10,SPOTIFY,90.42
2010-5-25,4,TV GLOBO,6.79
2013-1-23,5,SPOTIFY,93.03
2014-4-17,7,TV GLOBO,29.8
2015-7-23,10,SHOWS AO VIVO,26.36
2013-6-5,1,SPOTIFY,68.74
2010-1-17,8,SPOTIFY,85.86
2019-7-22,11,TV GLOBO,20.35
2017-5-2,2,SHOWS AO VIVO,88.23
2012-11-3,8,RÁDIOS AM/FM,72.82
2019-5-1,4,SHOWS AO VIVO,59.25
2019-9-23,12,SHOWS AO VIVO,86.3
2013-2-23,4,SHOWS AO VIVO,0.22
2018-3-9,9,SHOWS AO VIVO,56.09
2017-12-24,1,SHOWS AO VIVO,67.52
2012-1-16,1,YOUTUBE,76.56
2013-12-4,2,SPOTIFY,27.21
2017-5-12,4,SHOWS AO VIVO,20.43
2015-7-6,6,SHOWS AO VIVO,99.57
2016-5-8,6,SPOTIFY,84.38
2017-9-11,7,SPOTIFY,75.49
2021-4-13,5,SHOWS AO VIVO,39.45
2012-8-2,6,SONORIZAÇÃO AMBIENTAL,84.55
2012-8-28,11,RÁDIOS AM/FM,22.31
2012-2-15,1,YOUTUBE,12.47
2021-11-4,5,SPOTIFY,71.34
2020-6-12,3,TV GLOBO,98.37
2012-7-21,8,RÁDIOS AM/FM,52.45
2015-10-23,7,TV GLOBO,55.45
2014-8-15,3,SPOTIFY,30.81
2018-3-3,10,YOUTUBE,84.67
2021-11-1,9,YOUTUBE,32.35
2020-3-3,8,SPOTIFY,75.73
2015-3-14,5,YOUTUBE,60.42
2017-1-13,7,SHOWS AO VIVO,47.2
2015-10-19,11,TV GLOBO,67.94
2013-6-13,1,SPOTIFY,69.58
2013-1-19,5,SONORIZAÇÃO AMBIENTAL,46.24
2019-12-9,4,SHOWS AO VIVO,59.78
2020-3-27,3,TV GLOBO,94.96
2010-1-7,3,YOUTUBE,33.29
2020-9-14,1,SHOWS AO VIVO,50.07
2014-2-2,4,SHOWS AO VIVO,87.01
2021-3-7,5,SONORIZAÇÃO AMBIENTAL,38.86
2019-7-7,10,TV GLOBO,56.27
2016-7-8,3,SPOTIFY,24.49
2013-11-8,2,SHOWS AO VIVO,63.58
2020-10-26,12,SPOTIFY,84.88
2021-2-21,4,SONORIZAÇÃO AMBIENTAL,34.75
2021-5-11,1,RÁDIOS AM/FM,44.23
2010-4-15,11,SPOTIFY,21.84
2016-7-21,13,SPOTIFY,25.86
2020-2-17,3,SHOWS AO VIVO,14.8
2021-1-7,13,RÁDIOS AM/FM,96.38
2020-12-10,7,SPOTIFY,0.11
2011-4-4,3,SHOWS AO VIVO,83.86
2010-8-5,5,SPOTIFY,53.29
2020-10-7,2,YOUTUBE,54.24
2011-1-22,1,SPOTIFY,42.4
2013-9-7,9,RÁDIOS AM/FM,33.92
2017-12-10,3,YOUTUBE,6.99
2014-3-19,1,YOUTUBE,86.68
2019-12-17,6,SPOTIFY,38.28
2019-8-4,10,YOUTUBE,59.32
2016-4-25,1,YOUTUBE,82.19
2019-9-9,13,SPOTIFY,28.23
2010-8-24,1,SHOWS AO VIVO,46.81
2012-12-16,3,RÁDIOS AM/FM,83.05
2021-10-12,11,SPOTIFY,0.6
2020-12-15,1,SONORIZAÇÃO AMBIENTAL,41.77
2019-4-1,3,YOUTUBE,91.21
2011-1-12,3,SHOWS AO VIVO,46.19
2015-4-3,9,TV GLOBO,64.19
2012-6-26,1,SPOTIFY,90.9
2015-6-9,11,TV GLOBO,71.56
2015-8-2,2,SPOTIFY,49.02
2018-3-19,11,SHOWS AO VIVO,88.73
2010-3-10,12,YOUTUBE,13.3
2018-2-18,7,SHOWS AO VIVO,45.17
2010-5-1,7,SHOWS AO VIVO,98.31
2021-7-28,2,SPOTIFY,57.62
2010-2-26,13,SPOTIFY,22.27
2014-6-12,10,YOUTUBE,98.44
2018-9-18,11,SPOTIFY,43.69
2015-1-14,11,SHOWS AO VIVO,14.89
2010-9-27,7,SHOWS AO VIVO,50.14
2021-7-23,9,RÁDIOS AM/FM,50.34
2012-1-19,9,SHOWS AO VIVO,72.98
2019-9-25,12,YOUTUBE,98.2
2018-1-17,2,SHOWS AO VIVO,64.83
2013-3-28,10,SONORIZAÇÃO AMBIENTAL,46.15
2018-12-15,8,YOUTUBE,59.48
2011-7-27,12,RÁDIOS AM/FM,78.02
2010-6-26,1,YOUTUBE,6.74
2015-5-27,11,RÁDIOS AM/FM,16.18
2018-4-25,8,SPOTIFY,21.32
2018-12-9,13,TV GLOBO,92.28
2020-4-27,6,SHOWS AO VIVO,69.42
2017-8-21,5,SHOWS AO VIVO,34.56
2018-5-23,12,SPOTIFY,3.66
2012-7-4,4,SPOTIFY,99.64
2018-9-23,11,RÁDIOS AM/FM,8.41
2018-9-26,13,YOUTUBE,74.58
2014-9-14,5,SPOTIFY,95.73
