data,cod_artista,fonte,valor_rendimento
2011-5-26,5,SPOTIFY,22.89
2016-10-22,3,SHOWS AO VIVO,34.45
2021-6-19,5,SPOTIFY,72.06
2011-4-7,5,SHOWS AO VIVO,30.09
2020-2-6,13,SPOTIFY,9.22
2010-2-5,9,RÁDIOS AM/FM,58.74
2021-2-6,10,RÁDIOS AM/FM,64.4
2020-7-4,11,SPOTIFY,88.15
2015-6-18,10,SHOWS AO VIVO,46.61
2016-6-17,2,SHOWS AO VIVO,71.19
2015-5-2,7,YOUTUBE,52.0
2018-6-15,6,YOUTUBE,8.68
2014-8-17,2,SPOTIFY,87.36
2015-12-26,7,SPOTIFY,66.55
2021-7-26,5,SHOWS AO VIVO,37.07
2019-4-13,13,RÁDIOS AM/FM,11.85
2012-7-20,3,SHOWS AO VIVO,48.61
2013-2-19,2,SPOTIFY,23.57
2010-5-12,11,SPOTIFY,96.91
2021-10-7,6,SHOWS AO VIVO,44.25
2017-5-17,4,YOUTUBE,96.02
2018-2-2,4,RÁDIOS AM/FM,18.02
2021-2-14,8,SPOTIFY,62.12
2016-5-22,5,SPOTIFY,95.99
2016-1-22,5,SPOTIFY,98.52
2020-2-9,9,RÁDIOS AM/FM,78.74
2013-10-20,5,SPOTIFY,56.63
2014-8-27,7,SPOTIFY,12.15
2015-3-7,13,SHOWS AO VIVO,28.94
2011-11-28,4,YOUTUBE,89.18
2011-1-23,11,SPOTIFY,32.49
2016-10-14,5,SHOWS AO VIVO,19.74
2011-8-10,13,SONORIZAÇÃO AMBIENTAL,90.57
2011-10-15,10,SPOTIFY,36.36
2017-3-15,12,SHOWS AO VIVO,34.85
2015-3-9,11,SONORIZAÇÃO AMBIENTAL,35.05
2014-1-26,4,SPOTIFY,7.31
2019-3-2,4,SPOTIFY,15.35
2018-11-3,11,SPOTIFY,24.09
2017-8-14,12,TV GLOBO,26.4
2015-10-3,7,SPOTIFY,92.19
2011-12-24,4,SPOTIFY,84.24
2017-10-7,7,RÁDIOS AM/FM,86.03
2019-12-18,8,SHOWS AO VIVO,63.76
2019-10-11,13,SPOTIFY,31.56
2017-10-10,7,SHOWS AO VIVO,74.03
2016-8-27,5,SHOWS AO VIVO,66.27
2013-7-16,12,SPOTIFY,80.24
2018-9-3,5,SPOTIFY,91.89
2019-8-24,6,TV GLOBO,72.62
2014-10-7,3,TV GLOBO,27.13
2012-11-28,5,SHOWS AO VIVO,29.17
2015-1-28,4,SHOWS AO VIVO,96.64
2016-1-24,8,RÁDIOS AM/FM,70.58
2020-1-7,3,SONORIZAÇÃO AMBIENTAL,36.37
2017-10-16,4,SPOTIFY,34.93
2016-7-26,7,TV GLOBO,95.61
2010-10-5,1,YOUTUBE,9.01
2013-8-10,5,SHOWS AO VIVO,90.31
2019-2-10,3,SHOWS AO VIVO,49.02
2017-9-23,1,SHOWS AO VIVO,36.21
2014-3-16,5,SHOWS AO VIVO,28.73
2019-4-6,3,SHOWS AO VIVO,64.21
2010-1-21,6,TV GLOBO,92.23
2019-4-26,12,YOUTUBE,28.1
2016-9-7,4,YOUTUBE,55.9
2012-8-24,1,YOUTUBE,68.23
2019-12-17,7,SONORIZAÇÃO AMBIENTAL,71.02
2013-7-3,9,YOUTUBE,32.98
2018-4-25,8,SPOTIFY,90.56
2013-1-11,6,SHOWS AO VIVO,21.43
2014-5-7,3,SHOWS AO VIVO,1.81
2012-11-4,6,SHOWS AO VIVO,18.43
2011-3-27,7,SPOTIFY,79.28
2021-6-5,12,SHOWS AO VIVO,88.2
2017-4-22,5,TV GLOBO,40.68
2018-2-10,6,SPOTIFY,81.73
2011-11-24,8,SPOTIFY,55.9
2015-12-8,7,SPOTIFY,49.37
2012-5-8,12,SPOTIFY,71.67
2011-6-23,3,RÁDIOS AM/FM,2.99
2014-12-2,1,SPOTIFY,78.35
2020-2-22,3,SHOWS AO VIVO,18.73
2016-7-4,10,SHOWS AO VIVO,20.97
2010-7-21,3,SHOWS AO VIVO,52.33
2013-5-4,3,TV GLOBO,33.41
2020-9-1,10,TV GLOBO,99.91
2014-2-2,11,RÁDIOS AM/FM,39.03
2017-3-23,11,SPOTIFY,92.55
2021-8-6,11,SPOTIFY,67.46
2012-3-20,2,RÁDIOS AM/FM,73.11
2013-4-6,5,SHOWS AO VIVO,40.43
2019-1-6,9,SPOTIFY,33.39
2013-8-27,4,TV GLOBO,74.73
2017-4-20,10,SHOWS AO VIVO,26.22
2015-8-23,12,SONORIZAÇÃO AMBIENTAL,59.74
2019-1-11,13,SPOTIFY,78.14
2020-8-28,13,RÁDIOS AM/FM,74.31
2011-9-21,7,YOUTUBE,54.63
2014-9-4,10,SPOTIFY,36.56
2021-5-16,3,SONORIZAÇÃO AMBIENTAL,93.38
2020-7-23,3,SHOWS AO VIVO,57.0
2021-11-15,4,SHOWS AO VIVO,64.16
2019-2-21,3,SHOWS AO VIVO,8.95
2012-12-9,13,SPOTIFY,77.54
2018-3-24,6,SPOTIFY,22.12
2015-3-17,1,YOUTUBE,52.29
2015-9-26,10,SPOTIFY,92.87
2013-2-9,8,RÁDIOS AM/FM,27.04
2014-1-19,5,RÁDIOS AM/FM,80.24
2014-9-12,12,SHOWS AO VIVO,64.19
2010-4-27,4,YOUTUBE,69.63
2016-6-3,11,YOUTUBE,14.87
2014-5-19,7,SHOWS AO VIVO,52.65
2021-10-25,8,SPOTIFY,8.95
2020-8-23,3,SPOTIFY,78.3
2011-4-5,13,SONORIZAÇÃO AMBIENTAL,53.87
2018-9-27,2,SPOTIFY,29.11
2015-2-28,8,YOUTUBE,91.36
2019-5-13,7,YOUTUBE,49.88
2014-8-6,4,TV GLOBO,83.3
2021-1-2,8,RÁDIOS AM/FM,16.06
2021-2-25,12,TV GLOBO,63.66
2011-4-20,9,SPOTIFY,55.33
2013-10-11,10,SHOWS AO VIVO,14.45
2017-8-11,6,SPOTIFY,51.56
2015-5-23,6,TV GLOBO,68.02
2013-12-17,11,SPOTIFY,12.8
2020-2-15,9,TV GLOBO,13.79
2019-4-14,11,RÁDIOS AM/FM,62.62
2021-10-16,13,SHOWS AO VIVO,23.02
2011-6-23,10,RÁDIOS AM/FM,13.96
2016-9-23,6,SHOWS AO VIVO,98.31
2012-11-22,13,SHOWS AO VIVO,50.14
2010-12-28,11,SPOTIFY,65.85
2019-8-28,11,RÁDIOS AM/FM,44.1
2014-7-16,9,SHOWS AO VIVO,52.41
2011-4-21,2,SPOTIFY,47.75
2020-6-5,7,RÁDIOS AM/FM,26.74
2017-11-24,7,TV GLOBO,17.85
2013-2-13,5,SPOTIFY,89.08
2013-6-14,11,SPOTIFY,3.39
2010-4-7,6,SPOTIFY,34.56
2014-11-7,11,SPOTIFY,74.34
2016-1-1,1,RÁDIOS AM/FM,72.55
2010-6-20,3,SHOWS AO VIVO,19.44
2020-7-10,8,RÁDIOS AM/FM,39.24
2018-4-25,11,YOUTUBE,96.04
2015-8-21,10,TV GLOBO,47.99
2011-10-16,8,SPOTIFY,69.78
2018-2-19,7,SONORIZAÇÃO AMBIENTAL,90.51
2018-11-17,12,SHOWS AO VIVO,69.52
2012-10-28,13,RÁDIOS AM/FM,36.33
2011-10-24,5,YOUTUBE,57.77
2016-10-16,3,RÁDIOS AM/FM,76.97
2011-9-27,8,SHOWS AO VIVO,53.54
2018-4-22,5,TV GLOBO,58.71
2013-1-8,8,SPOTIFY,65.39
2010-8-2,5,YOUTUBE,80.33
2015-3-14,12,RÁDIOS AM/FM,65.23
2011-5-20,2,SHOWS AO VIVO,33.0
2016-4-10,1,SPOTIFY,63.28
2016-3-17,2,SPOTIFY,57.52
2014-10-8,8,RÁDIOS AM/FM,13.26
2021-8-23,12,SHOWS AO VIVO,55.04
2017-7-14,10,SPOTIFY,44.04
2014-11-4,13,SHOWS AO VIVO,41.38
2020-2-20,6,SPOTIFY,29.1
2020-9-9,6,RÁDIOS AM/FM,72.01
2015-12-8,9,SPOTIFY,3.93
2011-1-17,13,YOUTUBE,6.67
2019-12-16,8,SPOTIFY,52.52
2013-11-18,10,SPOTIFY,54.03
2015-7-4,4,SPOTIFY,32.71
2015-11-7,8,TV GLOBO,66.25
2019-2-16,9,SONORIZAÇÃO AMBIENTAL,14.95
2021-3-7,5,SHOWS AO VIVO,38.6
2013-11-8,12,TV GLOBO,89.84
2011-4-2,12,SHOWS AO VIVO,3.62
2013-2-14,5,RÁDIOS AM/FM,79.35
2015-2-13,7,YOUTUBE,19.22
2017-3-20,6,SPOTIFY,31.03
2017-12-28,4,SONORIZAÇÃO AMBIENTAL,10.52
2015-7-22,6,SHOWS AO VIVO,83.66
2016-12-8,9,SHOWS AO VIVO,25.2
2010-6-4,6,SPOTIFY,10.02
2017-4-2,8,RÁDIOS AM/FM,77.04
2012-5-14,3,SPOTIFY,2.84
2020-5-10,13,SPOTIFY,89.47
2018-8-15,13,SHOWS AO VIVO,54.56
2014-3-26,12,YOUTUBE,22.91
2012-5-17,8,SPOTIFY,7.5
2014-1-14,5,YOUTUBE,24.2
2015-10-26,8,YOUTUBE,51.76
2016-9-25,7,SPOTIFY,60.17
2012-6-2,2,SPOTIFY,8.32
2021-1-3,12,TV GLOBO,8.89
2020-1-18,5,SONORIZAÇÃO AMBIENTAL,48.28
2021-3-8,10,RÁDIOS AM/FM,98.7
2015-4-12,4,SHOWS AO VIVO,36.99
2018-10-23,1,SPOTIFY,59.2
2014-2-17,6,SPOTIFY,13.36
2012-4-3,3,SHOWS AO VIVO,92.0
2016-8-11,5,SPOTIFY,94.38
2019-11-11,13,SHOWS AO VIVO,32.05
2014-5-15,4,RÁDIOS AM/FM,58.6
2021-7-14,7,TV GLOBO,17.76
2018-9-8,7,RÁDIOS AM/FM,77.96
2017-10-14,4,SPOTIFY,68.91
2012-11-19,2,YOUTUBE,25.63
2013-6-23,1,TV GLOBO,27.55
2010-11-5,8,SPOTIFY,70.27
2020-4-27,1,SONORIZAÇÃO AMBIENTAL,58.29
2013-1-24,2,RÁDIOS AM/FM,9.38
2014-7-9,13,SPOTIFY,56.7
2013-5-24,10,SPOTIFY,55.42
2014-5-8,13,SHOWS AO VIVO,43.25
2018-11-8,4,SHOWS AO VIVO,4.96
2020-8-9,11,RÁDIOS AM/FM,17.24
2021-7-17,4,YOUTUBE,51.3
2019-9-22,4,TV GLOBO,17.11
2010-4-17,2,SHOWS AO VIVO,40.76
2020-11-11,1,SHOWS AO VIVO,46.97
2019-10-11,9,RÁDIOS AM/FM,95.04
2010-3-24,9,SPOTIFY,1.68
2016-6-5,10,RÁDIOS AM/FM,78.19
2013-3-12,8,YOUTUBE,65.65
2016-9-25,10,SHOWS AO VIVO,68.75
2019-10-14,1,SHOWS AO VIVO,11.4
2015-10-6,13,SPOTIFY,54.56
2014-11-25,1,YOUTUBE,52.28
2014-3-19,13,SPOTIFY,99.79
2012-4-5,11,RÁDIOS AM/FM,61.65
2018-9-1,2,SPOTIFY,51.73
2011-11-9,1,RÁDIOS AM/FM,92.56
2016-7-3,8,YOUTUBE,5.09
2016-11-8,4,SONORIZAÇÃO AMBIENTAL,33.38
2013-8-27,1,SPOTIFY,42.96
2015-11-9,13,SONORIZAÇÃO AMBIENTAL,59.55
2014-11-1,13,YOUTUBE,89.74
2020-5-19,7,SHOWS AO VIVO,10.4
2021-4-11,2,SHOWS AO VIVO,44.38
2018-6-20,13,SHOWS AO VIVO,20.63
2018-1-5,2,SHOWS AO VIVO,57.2
2018-3-15,8,RÁDIOS AM/FM,95.0
2014-3-27,4,SPOTIFY,92.98
2015-7-23,2,SHOWS AO VIVO,81.35
2011-8-27,3,SONORIZAÇÃO AMBIENTAL,50.82
2016-9-13,1,SHOWS AO VIVO,47.92
2014-8-26,9,SONORIZAÇÃO AMBIENTAL,56.17
2016-2-6,7,SONORIZAÇÃO AMBIENTAL,79.46
2016-4-27,1,SHOWS AO VIVO,58.01
2021-9-11,11,SHOWS AO VIVO,28.84
2014-11-27,7,SPOTIFY,4.07
2018-10-11,12,SONORIZAÇÃO AMBIENTAL,27.05
2018-10-3,10,YOUTUBE,35.66
2015-1-4,8,SPOTIFY,87.38
2012-8-24,5,SPOTIFY,54.14
2021-8-8,3,SHOWS AO VIVO,15.45
2017-2-16,3,SPOTIFY,49.8
2016-4-24,9,YOUTUBE,2.29
2011-10-18,1,RÁDIOS AM/FM,49.78
2010-7-7,5,RÁDIOS AM/FM,53.11
2019-2-18,5,YOUTUBE,28.78
2020-9-6,8,SHOWS AO VIVO,52.36
2019-12-11,1,YOUTUBE,92.49
2015-11-12,6,RÁDIOS AM/FM,82.57
2017-10-19,10,TV GLOBO,75.75
2019-7-18,7,SHOWS AO VIVO,63.59
2017-2-22,2,SHOWS AO VIVO,49.91
2020-7-27,8,TV GLOBO,89.29
2015-11-8,11,RÁDIOS AM/FM,83.43
2014-7-4,1,YOUTUBE,56.59
2016-9-25,5,RÁDIOS AM/FM,85.42
2015-12-1,4,RÁDIOS AM/FM,3.86
2017-10-3,8,TV GLOBO,48.01
2019-6-5,6,SHOWS AO VIVO,79.45
2016-8-22,11,SHOWS AO VIVO,62.41
2020-7-27,13,SHOWS AO VIVO,40.92
2017-11-9,11,SHOWS AO VIVO,49.05
2010-2-27,6,SHOWS AO VIVO,13.03
2019-11-7,10,RÁDIOS AM/FM,51.94
2018-2-20,6,SHOWS AO VIVO,39.52
2010-12-15,1,YOUTUBE,86.36
2015-12-3,9,SHOWS AO VIVO,97.62
2017-12-14,7,SPOTIFY,18.31
2018-12-1,10,SPOTIFY,53.15
2014-1-27,13,RÁDIOS AM/FM,17.74
2011-12-24,4,SHOWS AO VIVO,82.91
2012-11-27,1,RÁDIOS AM/FM,86.08
2017-2-12,12,RÁDIOS AM/FM,80.47
2017-11-11,10,SPOTIFY,46.65
2016-9-19,9,SHOWS AO VIVO,5.51
2012-12-18,3,TV GLOBO,99.27
2020-6-12,12,SHOWS AO VIVO,11.89
2017-1-10,13,YOUTUBE,77.08
2019-4-26,10,YOUTUBE,93.89
2015-11-22,1,SHOWS AO VIVO,59.8
2014-9-11,2,SHOWS AO VIVO,23.7
2013-8-22,10,RÁDIOS AM/FM,41.41
2016-6-14,2,SHOWS AO VIVO,78.43
2018-3-14,1,SHOWS AO VIVO,54.0
2021-3-7,10,SHOWS AO VIVO,67.38
2012-9-16,8,SHOWS AO VIVO,42.94
2013-10-25,1,TV GLOBO,44.7
2012-3-13,5,TV GLOBO,75.38
2020-9-23,11,SHOWS AO VIVO,70.02
2014-12-6,10,SPOTIFY,89.45
2013-10-27,11,SPOTIFY,27.42
2019-4-3,1,SPOTIFY,85.54
2011-12-17,7,SHOWS AO VIVO,50.73
2021-7-27,1,SPOTIFY,1.24
2016-6-26,6,SHOWS AO VIVO,47.69
2015-8-12,9,RÁDIOS AM/FM,35.11
2013-11-19,4,SPOTIFY,13.95
2014-8-21,13,SPOTIFY,89.51
2015-4-3,10,YOUTUBE,40.83
2020-12-23,5,RÁDIOS AM/FM,75.29
2011-4-4,9,SPOTIFY,69.54
2021-6-14,9,TV GLOBO,6.07
2012-4-16,11,TV GLOBO,44.23
2014-9-22,4,SPOTIFY,69.98
2011-1-17,2,TV GLOBO,2.74
2019-10-17,2,RÁDIOS AM/FM,11.55
2016-11-9,6,TV GLOBO,39.81
2015-1-9,5,SPOTIFY,88.31
2018-2-18,12,SPOTIFY,44.26
2010-6-15,7,YOUTUBE,25.14
2010-1-15,7,SHOWS AO VIVO,89.29
2016-9-22,10,SHOWS AO VIVO,22.13
2017-12-25,2,YOUTUBE,88.09
2019-5-3,6,SONORIZAÇÃO AMBIENTAL,4.51
2015-3-28,7,RÁDIOS AM/FM,66.32
2012-1-13,6,SPOTIFY,44.67
2020-2-12,6,SHOWS AO VIVO,11.55
2011-2-21,3,YOUTUBE,32.91
2020-7-5,10,TV GLOBO,42.68
2012-7-28,11,SPOTIFY,4.23
2017-11-1,10,SPOTIFY,59.67
2014-8-15,9,YOUTUBE,94.31
2013-11-1,6,SHOWS AO VIVO,41.82
2018-2-1,4,SHOWS AO VIVO,50.46
2014-9-2,2,SHOWS AO VIVO,52.03
2010-12-23,13,TV GLOBO,94.03
2017-8-14,11,SPOTIFY,8.79
2016-1-26,3,SONORIZAÇÃO AMBIENTAL,22.49
2015-10-3,10,SHOWS AO VIVO,33.53
2015-6-24,2,SPOTIFY,22.93
2020-3-6,7,TV GLOBO,95.31
2013-5-17,7,YOUTUBE,24.4
2018-9-12,11,RÁDIOS AM/FM,19.22
2010-9-26,12,SPOTIFY,38.25
2021-5-8,6,RÁDIOS AM/FM,95.91
2019-11-21,2,SHOWS AO VIVO,60.76
2014-6-17,7,SPOTIFY,66.76
2015-6-13,4,SHOWS AO VIVO,94.02
2018-6-22,12,SHOWS AO VIVO,61.46
2011-3-2,10,SPOTIFY,39.93
2020-10-16,2,SHOWS AO VIVO,46.82
2015-7-12,4,SPOTIFY,65.48
2015-8-19,12,SPOTIFY,43.27
2016-3-1,5,RÁDIOS AM/FM,51.31
2011-9-5,13,RÁDIOS AM/FM,49.61
2018-8-6,13,RÁDIOS AM/FM,23.46
2018-2-22,5,SHOWS AO VIVO,9.48
2017-4-24,1,SHOWS AO VIVO,1.03
2020-8-25,6,SPOTIFY,50.02
2011-10-6,12,SPOTIFY,17.49
2015-3-7,9,RÁDIOS AM/FM,72.76
2011-1-6,2,RÁDIOS AM/FM,43.29
2021-9-15,7,SPOTIFY,56.43
2021-12-27,12,YOUTUBE,13.89
2014-10-7,12,YOUTUBE,24.14
2020-8-5,1,SHOWS AO VIVO,29.64
2014-6-16,9,YOUTUBE,97.03
2019-3-21,1,SHOWS AO VIVO,99.4
2010-10-7,8,SPOTIFY,74.37
2021-2-19,3,TV GLOBO,75.59
2020-4-1,5,SHOWS AO VIVO,48.92
2014-3-17,10,SHOWS AO VIVO,2.16
2020-12-16,10,SPOTIFY,94.34
2010-8-21,5,SHOWS AO VIVO,47.63
2013-12-24,12,SHOWS AO VIVO,86.13
2016-2-9,1,RÁDIOS AM/FM,7.61
2017-5-7,6,RÁDIOS AM/FM,46.5
2017-12-16,13,SHOWS AO VIVO,97.13
2010-2-17,4,SPOTIFY,91.07
2016-7-22,11,YOUTUBE,38.36
2011-6-26,2,YOUTUBE,64.79
2017-3-7,10,SPOTIFY,57.98
2021-6-24,6,YOUTUBE,61.21
2012-9-9,3,TV GLOBO,1.84
2015-5-15,3,SPOTIFY,14.86
2020-12-24,2,SHOWS AO VIVO,23.96
2014-10-20,11,SHOWS AO VIVO,11.68
2018-5-22,13,TV GLOBO,33.95
2020-1-7,13,YOUTUBE,40.26
2016-11-2,4,YOUTUBE,28.75
2020-10-21,6,SPOTIFY,75.74
2020-9-16,6,SPOTIFY,25.46
2010-12-25,7,RÁDIOS AM/FM,68.8
2010-8-25,11,RÁDIOS AM/FM,4.17
2018-11-4,2,SPOTIFY,62.87
2015-5-12,6,SHOWS AO VIVO,43.65
2012-9-12,1,SHOWS AO VIVO,17.98
2019-11-27,11,SHOWS AO VIVO,96.08
2010-2-16,7,TV GLOBO,23.08
2019-6-17,2,TV GLOBO,77.05
2019-9-14,13,SHOWS AO VIVO,99.08
2014-12-2,11,TV GLOBO,95.01
2018-7-21,3,SHOWS AO VIVO,69.99
2021-5-16,1,SPOTIFY,45.42
2021-7-20,10,SPOTIFY,75.13
2011-11-3,4,TV GLOBO,22.45
2016-12-9,6,SONORIZAÇÃO AMBIENTAL,35.26
2012-7-5,6,RÁDIOS AM/FM,95.33
2012-7-5,8,YOUTUBE,60.31
2017-8-18,9,SHOWS AO VIVO,21.49
2012-12-20,8,SPOTIFY,61.97
2019-9-20,6,TV GLOBO,21.25
2014-6-23,11,SPOTIFY,18.99
2020-2-21,7,SHOWS AO VIVO,93.95
2017-3-8,7,YOUTUBE,64.47
2015-6-7,7,SPOTIFY,22.32
2013-11-10,6,SHOWS AO VIVO,33.42
2016-12-9,12,SPOTIFY,58.12
2019-11-2,13,SPOTIFY,97.1
2011-4-21,13,TV GLOBO,57.22
2016-11-2,6,RÁDIOS AM/FM,82.45
2014-5-11,13,YOUTUBE,93.23
2013-12-21,6,TV GLOBO,46.68
2011-10-21,12,SPOTIFY,5.22
2019-4-21,10,RÁDIOS AM/FM,61.16
2018-4-3,1,RÁDIOS AM/FM,91.98
2021-5-28,11,YOUTUBE,30.84
2018-11-3,8,SPOTIFY,48.89
2011-2-4,13,SPOTIFY,76.95
2021-5-5,11,SPOTIFY,48.08
2016-3-13,4,SONORIZAÇÃO AMBIENTAL,15.27
2016-12-20,11,RÁDIOS AM/FM,13.3
2017-11-12,10,RÁDIOS AM/FM,47.77
2014-7-25,1,TV GLOBO,96.44
2011-4-13,5,SPOTIFY,3.91
2017-8-11,6,SHOWS AO VIVO,6.7
2015-9-2,8,SPOTIFY,1.21
2011-5-3,11,SPOTIFY,13.67
2016-10-7,3,TV GLOBO,37.52
2018-12-15,12,YOUTUBE,45.45
2010-2-16,3,YOUTUBE,74.69
2015-1-18,3,SHOWS AO VIVO,9.3
2021-4-5,3,SPOTIFY,65.78
2021-6-26,6,YOUTUBE,1.58
2011-9-4,11,YOUTUBE,30.06
2011-10-22,12,RÁDIOS AM/FM,55.15
2012-12-12,9,SPOTIFY,41.16
2015-4-12,1,SPOTIFY,28.87
2018-6-14,4,TV GLOBO,84.38
2010-8-20,6,SPOTIFY,97.22
2019-5-21,4,TV GLOBO,63.12
2015-5-26,4,SPOTIFY,75.71
2014-5-27,4,YOUTUBE,37.22
2021-6-7,2,YOUTUBE,4.07
2010-6-8,6,TV GLOBO,70.13
2013-10-12,8,SHOWS AO VIVO,97.53
2019-7-21,7,YOUTUBE,45.2
2020-6-27,12,SHOWS AO VIVO,5.44
2011-6-19,13,SHOWS AO VIVO,70.22
2012-6-1,11,SHOWS AO VIVO,15.02
2017-10-24,8,SPOTIFY,62.89
2011-11-14,1,YOUTUBE,44.02
2017-6-3,3,SHOWS AO VIVO,31.85
2012-9-22,6,SONORIZAÇÃO AMBIENTAL,62.77
2011-5-4,13,SHOWS AO VIVO,28.2
2019-2-13,6,SPOTIFY,46.03
2013-4-15,9,YOUTUBE,12.75
2018-11-7,1,TV GLOBO,19.63
2011-12-5,13,SHOWS AO VIVO,55.36
2021-1-10,7,SPOTIFY,94.79
2021-7-1,7,SHOWS AO VIVO,31.92
2010-3-20,5,SPOTIFY,66.92
2021-11-23,8,SHOWS AO VIVO,97.37
2013-12-16,3,YOUTUBE,75.34
2013-2-26,5,RÁDIOS AM/FM,13.79
2018-4-24,6,SPOTIFY,68.47
2013-6-19,7,SHOWS AO VIVO,65.11
2010-7-21,11,SPOTIFY,54.33
2015-5-20,10,RÁDIOS AM/FM,71.39
2021-7-18,12,RÁDIOS AM/FM,26.58
2013-8-1,8,TV GLOBO,49.31
2014-2-26,6,SPOTIFY,50.01
2021-5-24,10,RÁDIOS AM/FM,1.05
2021-10-27,6,SPOTIFY,90.44
2014-12-20,11,RÁDIOS AM/FM,3.67
2016-9-13,1,TV GLOBO,60.11
2021-4-6,7,RÁDIOS AM/FM,54.69
2019-10-24,8,SHOWS AO VIVO,87.05
2016-6-16,7,SPOTIFY,24.01
2011-4-4,10,RÁDIOS AM/FM,36.39
2013-3-8,11,YOUTUBE,98.29
2020-4-21,11,SPOTIFY,52.05
2014-12-24,9,RÁDIOS AM/FM,89.69
2010-12-26,8,RÁDIOS AM/FM,98.76
2018-9-1,10,SPOTIFY,48.58
2010-1-16,11,SPOTIFY,68.39
2020-6-24,12,SHOWS AO VIVO,87.64
2021-2-20,1,SPOTIFY,1.04
2013-12-18,11,SHOWS AO VIVO,39.34
2018-10-3,11,TV GLOBO,14.1
2014-6-11,3,SHOWS AO VIVO,9.56
2018-12-2,12,SPOTIFY,31.46
2017-10-14,13,SPOTIFY,65.28
2017-3-14,12,SPOTIFY,56.31
2017-12-5,9,SHOWS AO VIVO,72.92
2010-10-27,7,SPOTIFY,13.72
2012-10-3,9,SPOTIFY,9.97
2011-5-25,7,SPOTIFY,3.6
2013-1-2,1,SHOWS AO VIVO,8.16
2010-6-20,8,YOUTUBE,53.05
2016-4-24,5,SHOWS AO VIVO,40.3
2020-4-27,3,SPOTIFY,23.58
2012-8-28,7,TV GLOBO,27.38
2015-9-22,12,SPOTIFY,17.58
2018-4-23,11,SPOTIFY,63.59
2015-6-9,8,YOUTUBE,93.34
2021-10-4,6,YOUTUBE,60.3
2019-3-23,13,SPOTIFY,69.09
2020-10-22,8,TV GLOBO,33.85
2017-2-22,7,SHOWS AO VIVO,71.58
2018-11-1,10,SPOTIFY,61.33
2012-10-28,9,SPOTIFY,42.21
2015-3-6,9,SPOTIFY,37.4
2017-12-11,1,SPOTIFY,30.21
2018-2-13,12,SPOTIFY,8.1
2018-4-3,10,SHOWS AO VIVO,90.57
2017-12-17,11,SPOTIFY,92.54
2013-4-4,6,SHOWS AO VIVO,31.44
2020-6-9,11,YOUTUBE,55.69
2011-9-28,5,YOUTUBE,3.36
2019-8-22,7,RÁDIOS AM/FM,5.36
2018-7-22,9,YOUTUBE,53.79
2010-7-15,4,SHOWS AO VIVO,9.94
2016-1-10,3,SPOTIFY,36.85
2019-9-10,2,RÁDIOS AM/FM,2.45
2017-6-21,13,TV GLOBO,12.87
2016-10-18,10,SHOWS AO VIVO,29.3
2020-1-11,8,SPOTIFY,27.94
2017-1-13,13,YOUTUBE,87.55
2020-12-26,11,RÁDIOS AM/FM,40.82
2019-4-6,9,SONORIZAÇÃO AMBIENTAL,46.03
2018-6-22,2,YOUTUBE,99.7
2019-6-28,10,SHOWS AO VIVO,93.2
2020-2-5,6,YOUTUBE,68.06
2019-8-10,11,RÁDIOS AM/FM,0.38
